error,correct,learncount,type,correctly_Found,learnrate,Learning,InvestigationRate,Correct Count,NameOfSpecies,epoch
2019-05-09 08:05
[[0. 0. 0. 0. 1. 0. 0. 0. 0. 0.]],0.193119,1.0,1259,RL,True,9.85074875e-06,True,961,0,10
[[0. 0. 0. 0. 1. 0. 0. 0. 0. 0.]],0.121845,1.0,1264,RL,True,9.85074875e-06,True,966,0,10
[[0. 0. 0. 1. 0. 0. 0. 0. 0. 0.]],6.850741,0.0,1269,RL,False,9.85074875e-06,True,970,0,10
[[1. 0. 0. 0. 0. 0. 0. 0. 0. 0.]],0.147324,1.0,1274,RL,True,9.85074875e-06,True,973,0,13
[[0. 0. 0. 0. 0. 0. 0. 0. 1. 0.]],0.124282,1.0,1279,RL,True,9.85074875e-06,True,978,0,13
[[0. 0. 0. 0. 0. 0. 1. 0. 0. 0.]],0.925321,1.0,1284,RL,True,9.85074875e-06,True,982,0,14
[[0. 1. 0. 0. 0. 0. 0. 0. 0. 0.]],0.121968,1.0,1289,RL,True,9.85074875e-06,True,987,0,14
[[0. 0. 0. 0. 0. 0. 0. 0. 1. 0.]],0.154331,1.0,1294,RL,True,9.85074875e-06,True,992,0,14
[[0. 1. 0. 0. 0. 0. 0. 0. 0. 0.]],0.121887,1.0,1299,RL,True,9.85074875e-06,True,996,0,15
[[0. 0. 0. 1. 0. 0. 0. 0. 0. 0.]],0.292285,1.0,1304,RL,True,9.85074875e-06,True,1001,0,15
[[0. 0. 0. 0. 0. 0. 0. 0. 0. 1.]],0.121845,1.0,1309,RL,True,9.85074875e-06,True,1006,0,15
[[0. 0. 0. 0. 0. 0. 0. 0. 0. 1.]],0.121932,1.0,1314,RL,True,9.85074875e-06,True,1010,0,16
[[0. 0. 0. 0. 0. 0. 0. 0. 0. 1.]],0.124128,1.0,1319,RL,True,9.85074875e-06,True,1014,0,17
[[0. 0. 0. 0. 0. 1. 0. 0. 0. 0.]],0.122278,1.0,1324,RL,True,9.85074875e-06,True,1018,0,18
[[0. 0. 0. 0. 0. 0. 0. 1. 0. 0.]],0.121846,1.0,1329,RL,True,9.85074875e-06,True,1023,0,18
[[0. 0. 0. 0. 0. 0. 1. 0. 0. 0.]],0.122944,1.0,1334,RL,True,9.85074875e-06,True,1027,0,19
[[0. 0. 0. 1. 0. 0. 0. 0. 0. 0.]],0.345374,1.0,1339,RL,True,9.85074875e-06,True,1031,0,20
[[0. 0. 0. 0. 0. 0. 0. 0. 1. 0.]],3.677782,0.0,1344,RL,False,9.85074875e-06,True,1035,0,20
[[0. 0. 0. 0. 0. 0. 0. 1. 0. 0.]],0.292591,1.0,1349,RL,True,9.85074875e-06,True,1039,0,22
[[0. 0. 0. 0. 0. 0. 0. 0. 1. 0.]],0.122381,1.0,1354,RL,True,9.85074875e-06,True,1044,0,22
[[1. 0. 0. 0. 0. 0. 0. 0. 0. 0.]],0.130385,1.0,1359,RL,True,9.85074875e-06,True,1049,0,22
[[0. 0. 0. 0. 0. 0. 1. 0. 0. 0.]],0.121847,1.0,1364,RL,True,9.85074875e-06,True,1053,0,23
[[0. 0. 0. 0. 0. 0. 0. 0. 0. 1.]],0.121845,1.0,1369,RL,True,9.85074875e-06,True,1058,0,23
[[0. 0. 0. 0. 0. 0. 0. 1. 0. 0.]],0.122061,1.0,1374,RL,True,9.85074875e-06,True,1063,0,23
[[1. 0. 0. 0. 0. 0. 0. 0. 0. 0.]],0.564773,1.0,1379,RL,True,9.85074875e-06,True,1067,0,24
[[0. 0. 0. 0. 0. 1. 0. 0. 0. 0.]],0.124973,1.0,1384,RL,True,9.85074875e-06,True,1072,0,24
[[0. 0. 0. 1. 0. 0. 0. 0. 0. 0.]],8.193740,0.0,1389,RL,False,9.85074875e-06,True,1075,0,25
[[0. 0. 1. 0. 0. 0. 0. 0. 0. 0.]],0.121864,1.0,1394,RL,True,9.85074875e-06,True,1079,0,27
[[0. 0. 0. 0. 0. 0. 0. 0. 1. 0.]],0.212569,1.0,1399,RL,True,9.85074875e-06,True,1084,0,27
[[0. 0. 0. 0. 0. 0. 1. 0. 0. 0.]],0.121894,1.0,1404,RL,True,9.85074875e-06,True,1089,0,27
[[0. 0. 0. 0. 0. 0. 0. 1. 0. 0.]],0.295813,1.0,1409,RL,True,9.85074875e-06,True,1094,0,27
[[0. 0. 0. 1. 0. 0. 0. 0. 0. 0.]],8.299790,0.0,1414,RL,False,9.85074875e-06,True,1097,0,28
[[0. 0. 0. 0. 0. 0. 1. 0. 0. 0.]],0.121849,1.0,1419,RL,True,9.85074875e-06,True,1101,0,30
[[0. 1. 0. 0. 0. 0. 0. 0. 0. 0.]],0.122011,1.0,1424,RL,True,9.85074875e-06,True,1105,0,31
[[0. 1. 0. 0. 0. 0. 0. 0. 0. 0.]],0.121993,1.0,1429,RL,True,9.85074875e-06,True,1109,0,32
[[0. 1. 0. 0. 0. 0. 0. 0. 0. 0.]],0.121849,1.0,1434,RL,True,9.85074875e-06,True,1114,0,32
[[0. 0. 0. 0. 0. 1. 0. 0. 0. 0.]],1.414947,0.0,1439,RL,False,9.85074875e-06,True,1118,0,32
[[1. 0. 0. 0. 0. 0. 0. 0. 0. 0.]],0.142458,1.0,1444,RL,True,9.85074875e-06,True,1123,0,33
[[0. 0. 0. 0. 1. 0. 0. 0. 0. 0.]],0.123079,1.0,1449,RL,True,9.85074875e-06,True,1127,0,34
[[0. 0. 0. 0. 1. 0. 0. 0. 0. 0.]],0.223478,1.0,1454,RL,True,9.85074875e-06,True,1131,0,35
[[0. 0. 0. 0. 0. 0. 0. 0. 1. 0.]],0.153070,1.0,1459,RL,True,9.85074875e-06,True,1135,0,36
[[0. 0. 0. 0. 1. 0. 0. 0. 0. 0.]],0.134876,1.0,1464,RL,True,9.85074875e-06,True,1140,0,36
[[0. 0. 0. 0. 0. 0. 1. 0. 0. 0.]],0.121876,1.0,1469,RL,True,9.85074875e-06,True,1143,0,38
[[1. 0. 0. 0. 0. 0. 0. 0. 0. 0.]],0.123181,1.0,1474,RL,True,9.85074875e-06,True,1148,0,38
[[1. 0. 0. 0. 0. 0. 0. 0. 0. 0.]],0.188351,1.0,1479,RL,True,9.85074875e-06,True,1152,0,39
[[0. 0. 1. 0. 0. 0. 0. 0. 0. 0.]],0.219317,1.0,1484,RL,True,9.85074875e-06,True,1157,0,39
[[0. 0. 0. 0. 0. 0. 1. 0. 0. 0.]],0.128593,1.0,1489,RL,True,9.85074875e-06,True,1162,0,39
[[0. 0. 0. 0. 1. 0. 0. 0. 0. 0.]],0.153732,1.0,1494,RL,True,9.85074875e-06,True,1167,0,39
[[0. 0. 0. 0. 0. 0. 0. 0. 1. 0.]],4.502726,0.0,1499,RL,False,9.85074875e-06,True,1170,0,40
[[0. 0. 0. 0. 0. 0. 1. 0. 0. 0.]],0.121862,1.0,1504,RL,True,9.85074875e-06,True,1175,0,41
[[0. 0. 0. 0. 0. 0. 1. 0. 0. 0.]],0.121845,1.0,1509,RL,True,9.85074875e-06,True,1180,0,41
[[0. 1. 0. 0. 0. 0. 0. 0. 0. 0.]],0.121846,1.0,1514,RL,True,9.85074875e-06,True,1185,0,41
[[0. 0. 0. 0. 0. 1. 0. 0. 0. 0.]],0.161121,1.0,1519,RL,True,9.85074875e-06,True,1190,0,41
[[0. 0. 0. 0. 1. 0. 0. 0. 0. 0.]],0.122586,1.0,1524,RL,True,9.85074875e-06,True,1195,0,41
[[0. 0. 0. 0. 0. 0. 0. 0. 1. 0.]],0.121886,1.0,1529,RL,True,9.85074875e-06,True,1199,0,42
[[1. 0. 0. 0. 0. 0. 0. 0. 0. 0.]],0.121847,1.0,1534,RL,True,9.85074875e-06,True,1204,0,42
[[0. 0. 0. 0. 0. 1. 0. 0. 0. 0.]],0.122039,1.0,1539,RL,True,9.85074875e-06,True,1208,0,43
[[0. 0. 0. 0. 0. 1. 0. 0. 0. 0.]],0.859803,0.0,1544,RL,False,9.85074875e-06,True,1212,0,43
[[0. 0. 0. 1. 0. 0. 0. 0. 0. 0.]],2.794192,0.0,1549,RL,False,9.85074875e-06,True,1215,0,45
[[0. 0. 0. 0. 0. 0. 0. 0. 1. 0.]],0.140975,1.0,1554,RL,True,9.85074875e-06,True,1220,0,46
[[0. 0. 0. 0. 1. 0. 0. 0. 0. 0.]],0.121936,1.0,1559,RL,True,9.85074875e-06,True,1224,0,47
[[0. 0. 0. 0. 0. 0. 0. 0. 0. 1.]],0.121880,1.0,1564,RL,True,9.85074875e-06,True,1228,0,48
[[0. 0. 1. 0. 0. 0. 0. 0. 0. 0.]],0.130868,1.0,1569,RL,True,9.85074875e-06,True,1233,0,48
[[1. 0. 0. 0. 0. 0. 0. 0. 0. 0.]],0.209897,1.0,1574,RL,True,9.85074875e-06,True,1237,0,49
[[0. 0. 0. 0. 0. 0. 0. 1. 0. 0.]],0.122017,1.0,1579,RL,True,9.85074875e-06,True,1242,0,49
[[0. 0. 0. 1. 0. 0. 0. 0. 0. 0.]],6.858500,0.0,1584,RL,False,9.85074875e-06,True,1246,0,49
[[0. 1. 0. 0. 0. 0. 0. 0. 0. 0.]],0.121847,1.0,1589,RL,True,9.85074875e-06,True,1251,0,50
[[0. 0. 0. 0. 1. 0. 0. 0. 0. 0.]],0.134614,1.0,1594,RL,True,9.85074875e-06,True,1256,0,50
[[0. 0. 0. 0. 0. 0. 1. 0. 0. 0.]],0.145202,1.0,1599,RL,True,9.85074875e-06,True,1261,0,50
[[0. 0. 0. 0. 0. 0. 0. 0. 0. 1.]],0.145191,1.0,1604,RL,True,9.85074875e-06,True,1266,0,50
[[0. 0. 1. 0. 0. 0. 0. 0. 0. 0.]],0.398536,1.0,1609,RL,True,9.85074875e-06,True,1271,0,50
[[0. 0. 0. 0. 0. 0. 0. 0. 1. 0.]],0.121885,1.0,1614,RL,True,9.85074875e-06,True,1275,0,51
[[0. 0. 0. 0. 0. 0. 0. 1. 0. 0.]],0.121862,1.0,1619,RL,True,9.85074875e-06,True,1280,0,51
[[0. 0. 0. 0. 0. 1. 0. 0. 0. 0.]],0.121846,1.0,1624,RL,True,9.85074875e-06,True,1283,0,53
[[0. 0. 0. 0. 0. 0. 0. 1. 0. 0.]],0.122448,1.0,1629,RL,True,9.85074875e-06,True,1288,0,53
[[1. 0. 0. 0. 0. 0. 0. 0. 0. 0.]],0.565052,1.0,1634,RL,True,9.85074875e-06,True,1292,0,54
[[0. 0. 0. 0. 0. 0. 0. 1. 0. 0.]],0.124066,1.0,1639,RL,True,9.85074875e-06,True,1295,0,56
[[0. 0. 0. 0. 0. 1. 0. 0. 0. 0.]],1.160389,0.0,1644,RL,False,9.85074875e-06,True,1299,0,56
[[0. 0. 0. 0. 0. 0. 0. 0. 0. 1.]],0.266253,1.0,1649,RL,True,9.85074875e-06,True,1304,0,57
[[0. 0. 0. 0. 0. 0. 0. 0. 1. 0.]],0.130267,1.0,1654,RL,True,9.85074875e-06,True,1308,0,58
[[0. 0. 0. 0. 1. 0. 0. 0. 0. 0.]],0.123003,1.0,1659,RL,True,9.85074875e-06,True,1313,0,58
[[1. 0. 0. 0. 0. 0. 0. 0. 0. 0.]],0.132080,1.0,1664,RL,True,9.85074875e-06,True,1318,0,58
[[0. 0. 0. 0. 0. 0. 0. 1. 0. 0.]],0.122223,1.0,1669,RL,True,9.85074875e-06,True,1322,0,59
[[0. 0. 0. 0. 0. 0. 0. 1. 0. 0.]],0.122374,1.0,1674,RL,True,9.85074875e-06,True,1327,0,59
[[1. 0. 0. 0. 0. 0. 0. 0. 0. 0.]],0.134901,1.0,1679,RL,True,9.85074875e-06,True,1331,0,60
[[0. 0. 0. 0. 0. 0. 1. 0. 0. 0.]],0.121857,1.0,1684,RL,True,9.85074875e-06,True,1336,0,60
[[0. 0. 0. 0. 1. 0. 0. 0. 0. 0.]],0.180547,1.0,1689,RL,True,9.85074875e-06,True,1340,0,61
[[0. 0. 0. 0. 0. 1. 0. 0. 0. 0.]],0.139681,1.0,1694,RL,True,9.85074875e-06,True,1345,0,61
[[0. 0. 0. 0. 0. 1. 0. 0. 0. 0.]],0.124130,1.0,1699,RL,True,9.85074875e-06,True,1349,0,62
[[0. 1. 0. 0. 0. 0. 0. 0. 0. 0.]],0.121845,1.0,1704,RL,True,9.85074875e-06,True,1353,0,63
[[0. 0. 0. 0. 0. 1. 0. 0. 0. 0.]],2.234015,0.0,1709,RL,False,9.85074875e-06,True,1357,0,63
[[0. 0. 0. 0. 1. 0. 0. 0. 0. 0.]],0.121929,1.0,1714,RL,True,9.85074875e-06,True,1362,0,64
[[0. 0. 0. 0. 1. 0. 0. 0. 0. 0.]],0.123484,1.0,1719,RL,True,9.85074875e-06,True,1367,0,64
[[1. 0. 0. 0. 0. 0. 0. 0. 0. 0.]],0.128754,1.0,1724,RL,True,9.85074875e-06,True,1372,0,64
[[0. 0. 0. 0. 0. 1. 0. 0. 0. 0.]],0.133424,1.0,1729,RL,True,9.85074875e-06,True,1377,0,64
[[0. 0. 0. 0. 0. 1. 0. 0. 0. 0.]],1.214031,0.0,1734,RL,False,9.85074875e-06,True,1380,0,65
[[0. 0. 0. 1. 0. 0. 0. 0. 0. 0.]],0.122009,1.0,1739,RL,True,9.85074875e-06,True,1385,0,66
[[0. 0. 0. 1. 0. 0. 0. 0. 0. 0.]],0.204690,1.0,1744,RL,True,9.85074875e-06,True,1389,0,67
[[1. 0. 0. 0. 0. 0. 0. 0. 0. 0.]],0.121851,1.0,1749,RL,True,9.85074875e-06,True,1394,0,67
[[1. 0. 0. 0. 0. 0. 0. 0. 0. 0.]],0.122540,1.0,1754,RL,True,9.85074875e-06,True,1398,0,68
[[0. 0. 0. 0. 0. 0. 1. 0. 0. 0.]],0.122213,1.0,1759,RL,True,9.85074875e-06,True,1401,0,70
[[0. 0. 0. 0. 0. 0. 1. 0. 0. 0.]],0.121861,1.0,1764,RL,True,9.85074875e-06,True,1405,0,71
[[1. 0. 0. 0. 0. 0. 0. 0. 0. 0.]],0.137283,1.0,1769,RL,True,9.85074875e-06,True,1410,0,71
[[0. 0. 0. 1. 0. 0. 0. 0. 0. 0.]],0.636352,1.0,1774,RL,True,9.85074875e-06,True,1414,0,72
[[1. 0. 0. 0. 0. 0. 0. 0. 0. 0.]],0.127228,1.0,1779,RL,True,9.85074875e-06,True,1419,0,72
[[0. 0. 0. 0. 0. 0. 0. 1. 0. 0.]],0.122043,1.0,1784,RL,True,9.85074875e-06,True,1424,0,72
[[0. 0. 0. 0. 0. 1. 0. 0. 0. 0.]],0.121845,1.0,1789,RL,True,9.85074875e-06,True,1427,0,74
[[0. 0. 0. 0. 0. 0. 0. 1. 0. 0.]],0.126606,1.0,1794,RL,True,9.85074875e-06,True,1431,0,75
[[0. 0. 0. 1. 0. 0. 0. 0. 0. 0.]],0.121968,1.0,1799,RL,True,9.85074875e-06,True,1436,0,75
[[0. 0. 0. 0. 0. 0. 0. 0. 1. 0.]],0.122703,1.0,1804,RL,True,9.85074875e-06,True,1441,0,75
[[0. 0. 0. 1. 0. 0. 0. 0. 0. 0.]],1.669483,0.0,1809,RL,False,9.85074875e-06,True,1444,0,76
[[0. 0. 1. 0. 0. 0. 0. 0. 0. 0.]],1.019074,0.0,1814,RL,False,9.85074875e-06,True,1448,0,77
[[0. 1. 0. 0. 0. 0. 0. 0. 0. 0.]],0.121879,1.0,1819,RL,True,9.85074875e-06,True,1453,0,78
[[0. 0. 1. 0. 0. 0. 0. 0. 0. 0.]],0.121871,1.0,1824,RL,True,9.85074875e-06,True,1457,0,79
[[0. 0. 0. 0. 0. 0. 0. 0. 0. 1.]],0.129712,1.0,1829,RL,True,9.85074875e-06,True,1462,0,79
[[0. 0. 1. 0. 0. 0. 0. 0. 0. 0.]],5.605124,0.0,1834,RL,False,9.85074875e-06,True,1465,0,80
[[0. 0. 0. 0. 1. 0. 0. 0. 0. 0.]],2.393508,0.0,1839,RL,False,9.85074875e-06,True,1469,0,81
[[0. 0. 0. 0. 1. 0. 0. 0. 0. 0.]],11.579666,0.0,1844,RL,False,9.85074875e-06,True,1473,0,82
[[0. 0. 0. 0. 0. 1. 0. 0. 0. 0.]],1.901363,0.0,1849,RL,False,9.85074875e-06,True,1475,0,85
[[0. 0. 0. 0. 0. 0. 0. 0. 1. 0.]],0.121900,1.0,1854,RL,True,9.85074875e-06,True,1480,0,86
[[0. 0. 0. 1. 0. 0. 0. 0. 0. 0.]],2.066256,0.0,1859,RL,False,9.85074875e-06,True,1484,0,86
[[0. 0. 0. 0. 0. 0. 0. 0. 1. 0.]],0.127894,1.0,1864,RL,True,9.85074875e-06,True,1488,0,88
[[0. 0. 0. 0. 1. 0. 0. 0. 0. 0.]],0.122077,1.0,1869,RL,True,9.85074875e-06,True,1493,0,88
[[0. 0. 0. 0. 1. 0. 0. 0. 0. 0.]],0.121861,1.0,1874,RL,True,9.85074875e-06,True,1496,0,90
[[0. 0. 0. 0. 0. 0. 1. 0. 0. 0.]],0.121968,1.0,1879,RL,True,9.85074875e-06,True,1500,0,91
[[0. 0. 0. 0. 0. 0. 0. 0. 1. 0.]],0.121956,1.0,1884,RL,True,9.85074875e-06,True,1505,0,91
[[0. 0. 1. 0. 0. 0. 0. 0. 0. 0.]],0.190212,1.0,1889,RL,True,9.85074875e-06,True,1509,0,92
[[0. 0. 0. 0. 0. 0. 0. 1. 0. 0.]],0.134043,1.0,1894,RL,True,9.85074875e-06,True,1513,0,93
[[1. 0. 0. 0. 0. 0. 0. 0. 0. 0.]],0.147114,1.0,1899,RL,True,9.85074875e-06,True,1516,0,95
[[0. 0. 0. 1. 0. 0. 0. 0. 0. 0.]],5.838613,0.0,1904,RL,False,9.85074875e-06,True,1520,0,95
[[1. 0. 0. 0. 0. 0. 0. 0. 0. 0.]],0.122106,1.0,1909,RL,True,9.85074875e-06,True,1525,0,96
[[0. 0. 0. 0. 0. 0. 0. 0. 1. 0.]],0.165013,1.0,1914,RL,True,9.85074875e-06,True,1530,0,96
[[0. 0. 0. 0. 0. 1. 0. 0. 0. 0.]],0.158826,1.0,1919,RL,True,9.85074875e-06,True,1535,0,96
[[0. 0. 1. 0. 0. 0. 0. 0. 0. 0.]],0.439484,1.0,1924,RL,True,9.85074875e-06,True,1540,0,96
[[0. 0. 1. 0. 0. 0. 0. 0. 0. 0.]],0.747639,1.0,1929,RL,True,9.85074875e-06,True,1544,0,97
[[0. 0. 0. 0. 0. 0. 0. 0. 1. 0.]],0.121855,1.0,1934,RL,True,9.85074875e-06,True,1549,0,97
[[0. 0. 0. 0. 0. 0. 0. 0. 1. 0.]],0.122444,1.0,1939,RL,True,9.85074875e-06,True,1553,0,98
[[0. 0. 0. 0. 0. 0. 1. 0. 0. 0.]],0.121847,1.0,1944,RL,True,9.85074875e-06,True,1558,0,98
[[0. 0. 0. 0. 0. 0. 1. 0. 0. 0.]],0.121946,1.0,1949,RL,True,9.85074875e-06,True,1563,0,98
[[0. 0. 0. 0. 0. 0. 0. 1. 0. 0.]],0.121891,1.0,1954,RL,True,9.85074875e-06,True,1568,0,98
[[0. 0. 0. 0. 0. 0. 1. 0. 0. 0.]],0.121883,1.0,1959,RL,True,9.85074875e-06,True,1572,0,99
[[0. 0. 0. 0. 0. 0. 0. 1. 0. 0.]],0.122380,1.0,1964,RL,True,9.85074875e-06,True,1577,0,99
[[0. 0. 0. 0. 0. 0. 0. 1. 0. 0.]],0.122303,1.0,1969,RL,True,9.85074875e-06,True,1580,0,101
[[0. 0. 0. 0. 0. 0. 0. 0. 1. 0.]],0.121861,1.0,1974,RL,True,9.85074875e-06,True,1585,0,101
[[0. 0. 0. 0. 0. 1. 0. 0. 0. 0.]],0.125162,1.0,1979,RL,True,9.85074875e-06,True,1590,0,101
[[0. 0. 0. 1. 0. 0. 0. 0. 0. 0.]],0.281294,1.0,1984,RL,True,9.85074875e-06,True,1595,0,101
[[0. 0. 0. 0. 0. 0. 0. 0. 1. 0.]],0.126546,1.0,1989,RL,True,9.85074875e-06,True,1600,0,101
[[0. 0. 0. 0. 0. 0. 1. 0. 0. 0.]],0.157292,1.0,1994,RL,True,9.85074875e-06,True,1603,0,103
[[0. 0. 0. 0. 0. 0. 0. 0. 0. 1.]],0.121845,1.0,1999,RL,True,9.85074875e-06,True,1608,0,103
[[0. 0. 0. 0. 0. 1. 0. 0. 0. 0.]],0.149296,1.0,2004,RL,True,9.85074875e-06,True,1613,0,103
[[0. 0. 0. 1. 0. 0. 0. 0. 0. 0.]],0.672333,1.0,2009,RL,True,9.85074875e-06,True,1618,0,103
[[0. 1. 0. 0. 0. 0. 0. 0. 0. 0.]],0.121845,1.0,2014,RL,True,9.85074875e-06,True,1623,0,103
[[0. 0. 0. 0. 0. 0. 0. 1. 0. 0.]],0.131769,1.0,2019,RL,True,9.85074875e-06,True,1628,0,103
[[0. 0. 0. 0. 1. 0. 0. 0. 0. 0.]],0.718094,1.0,2024,RL,True,9.85074875e-06,True,1631,0,105
[[0. 0. 0. 1. 0. 0. 0. 0. 0. 0.]],1.291379,0.0,2029,RL,False,9.85074875e-06,True,1635,0,105
[[0. 0. 0. 0. 0. 1. 0. 0. 0. 0.]],0.148443,1.0,2034,RL,True,9.85074875e-06,True,1639,0,107
[[0. 0. 0. 0. 0. 0. 0. 0. 0. 1.]],0.123267,1.0,2039,RL,True,9.85074875e-06,True,1643,0,108
[[0. 0. 0. 0. 0. 0. 0. 1. 0. 0.]],0.127374,1.0,2044,RL,True,9.85074875e-06,True,1648,0,108
[[1. 0. 0. 0. 0. 0. 0. 0. 0. 0.]],9.764556,0.0,2049,RL,False,9.85074875e-06,True,1652,0,108
[[0. 0. 0. 0. 0. 0. 0. 1. 0. 0.]],0.122466,1.0,2054,RL,True,9.85074875e-06,True,1657,0,109
[[0. 0. 0. 0. 0. 0. 0. 1. 0. 0.]],0.121872,1.0,2059,RL,True,9.85074875e-06,True,1662,0,109
[[0. 1. 0. 0. 0. 0. 0. 0. 0. 0.]],0.122630,1.0,2064,RL,True,9.85074875e-06,True,1666,0,110
[[0. 0. 0. 0. 0. 0. 0. 1. 0. 0.]],0.122155,1.0,2069,RL,True,9.85074875e-06,True,1671,0,110
[[0. 1. 0. 0. 0. 0. 0. 0. 0. 0.]],0.121845,1.0,2074,RL,True,9.85074875e-06,True,1676,0,110
[[0. 0. 0. 1. 0. 0. 0. 0. 0. 0.]],0.468009,1.0,2079,RL,True,9.85074875e-06,True,1681,0,110
[[1. 0. 0. 0. 0. 0. 0. 0. 0. 0.]],0.122100,1.0,2084,RL,True,9.85074875e-06,True,1686,0,110
[[0. 1. 0. 0. 0. 0. 0. 0. 0. 0.]],0.121845,1.0,2089,RL,True,9.85074875e-06,True,1691,0,110
[[0. 0. 0. 0. 0. 0. 0. 0. 1. 0.]],0.121985,1.0,2094,RL,True,9.85074875e-06,True,1696,0,110
[[0. 0. 0. 1. 0. 0. 0. 0. 0. 0.]],0.215325,1.0,2099,RL,True,9.85074875e-06,True,1701,0,110
[[0. 0. 0. 0. 0. 0. 1. 0. 0. 0.]],0.122033,1.0,2104,RL,True,9.85074875e-06,True,1703,0,113
[[0. 0. 0. 0. 0. 0. 0. 1. 0. 0.]],0.122012,1.0,2109,RL,True,9.85074875e-06,True,1708,0,113
[[0. 0. 1. 0. 0. 0. 0. 0. 0. 0.]],0.210469,1.0,2114,RL,True,9.85074875e-06,True,1713,0,113
[[0. 0. 0. 0. 0. 1. 0. 0. 0. 0.]],0.166746,1.0,2119,RL,True,9.85074875e-06,True,1718,0,113
[[0. 0. 0. 1. 0. 0. 0. 0. 0. 0.]],0.134669,1.0,2124,RL,True,9.85074875e-06,True,1723,0,113
[[0. 0. 1. 0. 0. 0. 0. 0. 0. 0.]],0.163216,1.0,2129,RL,True,9.85074875e-06,True,1728,0,113
[[0. 0. 0. 0. 0. 0. 0. 0. 0. 1.]],0.121845,1.0,2134,RL,True,9.85074875e-06,True,1732,0,114
[[0. 1. 0. 0. 0. 0. 0. 0. 0. 0.]],0.122333,1.0,2139,RL,True,9.85074875e-06,True,1737,0,114
[[0. 0. 1. 0. 0. 0. 0. 0. 0. 0.]],1.471630,1.0,2144,RL,True,9.85074875e-06,True,1742,0,114
[[0. 0. 0. 0. 0. 0. 0. 0. 1. 0.]],0.121943,1.0,2263,RL,True,9.322301194154051e-06,True,1747,0,0
[[0. 0. 0. 0. 0. 1. 0. 0. 0. 0.]],0.259607,1.0,2268,RL,True,9.322301194154051e-06,True,1752,0,0
[[0. 0. 0. 0. 0. 0. 0. 0. 0. 1.]],0.121803,1.0,2273,RL,True,9.322301194154051e-06,True,1757,0,0
[[0. 0. 0. 0. 0. 1. 0. 0. 0. 0.]],0.145274,1.0,2278,RL,True,9.322301194154051e-06,True,1760,0,2
[[0. 0. 0. 0. 0. 0. 1. 0. 0. 0.]],0.154659,1.0,2283,RL,True,9.322301194154051e-06,True,1765,0,2
[[0. 0. 0. 0. 0. 1. 0. 0. 0. 0.]],0.123321,1.0,2288,RL,True,9.322301194154051e-06,True,1769,0,3
[[0. 0. 0. 0. 0. 0. 0. 0. 1. 0.]],0.129712,1.0,2293,RL,True,9.322301194154051e-06,True,1774,0,3
[[0. 0. 0. 1. 0. 0. 0. 0. 0. 0.]],0.804301,1.0,2298,RL,True,9.322301194154051e-06,True,1778,0,4
[[0. 0. 0. 0. 0. 1. 0. 0. 0. 0.]],0.126431,1.0,2303,RL,True,9.322301194154051e-06,True,1783,0,4
[[0. 0. 0. 0. 1. 0. 0. 0. 0. 0.]],0.124977,1.0,2308,RL,True,9.322301194154051e-06,True,1787,0,5
[[0. 1. 0. 0. 0. 0. 0. 0. 0. 0.]],0.121780,1.0,2313,RL,True,9.322301194154051e-06,True,1791,0,6
[[0. 0. 0. 0. 0. 1. 0. 0. 0. 0.]],0.170520,1.0,2318,RL,True,9.322301194154051e-06,True,1796,0,6
[[0. 0. 0. 0. 0. 1. 0. 0. 0. 0.]],0.136081,1.0,2323,RL,True,9.322301194154051e-06,True,1801,0,6
[[0. 0. 0. 0. 0. 0. 0. 0. 1. 0.]],0.121782,1.0,2328,RL,True,9.322301194154051e-06,True,1805,0,7
[[0. 0. 0. 0. 0. 0. 0. 1. 0. 0.]],0.124995,1.0,2333,RL,True,9.322301194154051e-06,True,1809,0,8
[[0. 0. 0. 0. 0. 0. 0. 0. 1. 0.]],0.123640,1.0,2338,RL,True,9.322301194154051e-06,True,1813,0,9
[[0. 0. 0. 0. 0. 0. 0. 0. 1. 0.]],0.135802,1.0,2343,RL,True,9.322301194154051e-06,True,1818,0,9
[[0. 0. 1. 0. 0. 0. 0. 0. 0. 0.]],0.433016,1.0,2348,RL,True,9.322301194154051e-06,True,1821,0,11
[[0. 1. 0. 0. 0. 0. 0. 0. 0. 0.]],0.121779,1.0,2353,RL,True,9.322301194154051e-06,True,1824,0,13
[[0. 0. 0. 0. 0. 0. 0. 0. 1. 0.]],0.122175,1.0,2358,RL,True,9.322301194154051e-06,True,1827,0,15
[[0. 0. 0. 1. 0. 0. 0. 0. 0. 0.]],0.127529,1.0,2363,RL,True,9.322301194154051e-06,True,1830,0,17
[[0. 0. 0. 0. 1. 0. 0. 0. 0. 0.]],0.158929,1.0,2368,RL,True,9.322301194154051e-06,True,1835,0,17
[[1. 0. 0. 0. 0. 0. 0. 0. 0. 0.]],0.125741,1.0,2373,RL,True,9.322301194154051e-06,True,1838,0,19
[[0. 0. 1. 0. 0. 0. 0. 0. 0. 0.]],0.167662,1.0,2378,RL,True,9.322301194154051e-06,True,1843,0,19
[[1. 0. 0. 0. 0. 0. 0. 0. 0. 0.]],0.191153,1.0,2383,RL,True,9.322301194154051e-06,True,1848,0,19
[[0. 1. 0. 0. 0. 0. 0. 0. 0. 0.]],0.203369,1.0,2388,RL,True,9.322301194154051e-06,True,1853,0,19
