Total Error, action, LearnRate, InvestigationRate, Reward, Cache Size, High Error, Enhanced Count, Position of Low Error, Position of High Error, learn count,,,,,,,
0.02612343,0,0.009464721,90.49635131,0.66,20,0.25163009,0,0,20,327,,,,,,,
0.025508091,0,0.009459989,90.50087612,0.66,20,0.250287556,0,1,20,329,,,,,,,
0.251624043,1,0.009455259,90.50540117,1,20,0.252734011,0,0,3,331,,,,,,,
0.249165721,0,0.009450531,90.50992644,0,20,0.250835674,0,0,5,333,,,,,,,
0.024490969,0,0.009445806,90.51445193,0.66,20,0.25351637,0,1,20,335,,,,,,,
0.025495129,0,0.009441083,90.51897766,0.66,20,0.250328165,0,1,20,337,,,,,,,
0.02610711,0,0.009436363,90.52350361,0.66,20,0.251579434,0,0,20,339,,,,,,,
0.025493909,0,0.009431644,90.52802978,0.66,20,0.250331989,0,1,20,341,,,,,,,
0.026105284,0,0.009426929,90.53255618,0.66,20,0.251573766,0,0,20,343,,,,,,,
0.025492701,0,0.009422215,90.53708281,0.66,20,0.250335775,0,1,20,345,,,,,,,
0.026103472,0,0.009417504,90.54160966,0.66,20,0.251568141,0,0,20,347,,,,,,,
0.025491506,0,0.009412795,90.54613674,0.66,20,0.25033952,0,1,20,349,,,,,,,
0.026101673,0,0.009408089,90.55066405,0.66,20,0.251562556,0,0,20,351,,,,,,,
0.025490323,0,0.009403385,90.55519158,0.66,20,0.250343227,0,1,20,353,,,,,,,
0.026099887,0,0.009398683,90.55971934,0.66,20,0.251557012,0,0,20,355,,,,,,,
0.025489152,0,0.009393984,90.56424733,0.66,20,0.250346896,0,1,20,357,,,,,,,
0.026098114,0,0.009389287,90.56877554,0.66,20,0.251551508,0,0,20,359,,,,,,,
0.025487994,0,0.009384592,90.57330398,0.66,20,0.250350526,0,1,20,361,,,,,,,
0.026096354,0,0.0093799,90.57783265,0.66,20,0.251546044,0,0,20,363,,,,,,,
0.025486847,0,0.00937521,90.58236154,0.66,20,0.250354118,0,1,20,365,,,,,,,
0.026094607,0,0.009370522,90.58689066,0.66,20,0.251540619,0,0,20,367,,,,,,,
0.025485713,0,0.009365837,90.59142,0.66,20,0.250357673,0,1,20,369,,,,,,,
0.026092873,0,0.009361154,90.59594957,0.66,20,0.251535234,0,0,20,371,,,,,,,
0.025484591,0,0.009356474,90.60047937,0.66,20,0.250361191,0,1,20,373,,,,,,,
0.026091151,0,0.009351795,90.60500939,0.66,20,0.251529888,0,0,20,375,,,,,,,
0.02548348,0,0.009347119,90.60953964,0.66,20,0.250364672,0,1,20,377,,,,,,,
0.026089441,0,0.009342446,90.61407012,0.66,20,0.25152458,0,0,20,379,,,,,,,
0.025482381,0,0.009337775,90.61860082,0.66,20,0.250368117,0,1,20,381,,,,,,,
0.026087744,0,0.009333106,90.62313175,0.66,20,0.25151931,0,0,20,383,,,,,,,
0.025481294,0,0.009328439,90.62766291,0.66,20,0.250371526,0,1,20,385,,,,,,,
0.026086059,0,0.009323775,90.63219429,0.66,20,0.251514078,0,0,20,387,,,,,,,
0.025480218,0,0.009319113,90.6367259,0.66,20,0.250374899,0,1,20,389,,,,,,,
0.026084386,0,0.009314454,90.64125774,0.66,20,0.251508883,0,0,20,391,,,,,,,
0.025479153,0,0.009309796,90.6457898,0.66,20,0.250378236,0,1,20,393,,,,,,,
0.251503725,1,0.009305141,90.65032209,1,20,0.252558739,0,0,5,395,,,,,,,
0.249310168,0,0.009300489,90.65485461,0,20,0.250690785,0,0,5,397,,,,,,,
0.024483626,0,0.009295839,90.65938735,0.66,20,0.25354,0,1,20,399,,,,,,,
0.025466763,0,0.009291191,90.66392032,0.66,20,0.250417083,0,1,20,401,,,,,,,
0.026068955,0,0.009286545,90.66845352,0.66,20,0.251460961,0,0,20,403,,,,,,,
0.025465809,0,0.009281902,90.67298694,0.66,20,0.250420074,0,1,20,405,,,,,,,
0.251456155,1,0.009277261,90.67752059,1,20,0.25245823,0,0,11,407,,,,,,,
0.249405475,0,0.009272622,90.68205446,0,20,0.250595233,0,0,13,409,,,,,,,
0.024483596,0,0.009267986,90.68658857,0.66,20,0.253540094,0,1,20,411,,,,,,,
0.025453573,0,0.009263352,90.6911229,0.66,20,0.250458452,0,1,20,413,,,,,,,
0.026053799,0,0.00925872,90.69565745,0.66,20,0.251413887,0,0,20,415,,,,,,,
0.025452727,0,0.009254091,90.70019224,0.66,20,0.250461104,0,1,20,417,,,,,,,
0.026052363,0,0.009249464,90.70472725,0.66,20,0.251409425,0,0,20,419,,,,,,,
0.025451891,0,0.009244839,90.70926248,0.66,20,0.250463727,0,1,20,421,,,,,,,
0.026050936,0,0.009240217,90.71379794,0.66,20,0.251404993,0,0,20,423,,,,,,,
0.025451064,0,0.009235597,90.71833363,0.66,20,0.250466321,0,1,20,425,,,,,,,
0.02604952,0,0.009230979,90.72286955,0.66,20,0.251400592,0,0,20,427,,,,,,,
0.025450246,0,0.009226363,90.72740569,0.66,20,0.250468887,0,1,20,429,,,,,,,
0.026048112,0,0.00922175,90.73194207,0.66,20,0.251396221,0,0,20,431,,,,,,,
0.025449437,0,0.009217139,90.73647866,0.66,20,0.250471424,0,1,20,433,,,,,,,
0.026046715,0,0.009212531,90.74101549,0.66,20,0.251391879,0,0,20,435,,,,,,,
0.025448637,0,0.009207924,90.74555254,0.66,20,0.250473934,0,1,20,437,,,,,,,
0.026045327,0,0.00920332,90.75008981,0.66,20,0.251387568,0,0,20,439,,,,,,,
0.025447846,0,0.009198719,90.75462732,0.66,20,0.250476416,0,1,20,441,,,,,,,
0.026043949,0,0.009194119,90.75916505,0.66,20,0.251383286,0,0,20,443,,,,,,,
0.025447064,0,0.009189522,90.76370301,0.66,20,0.25047887,0,1,20,445,,,,,,,
0.02604258,0,0.009184928,90.76824119,0.66,20,0.251379033,0,0,20,447,,,,,,,
0.02544629,0,0.009180335,90.77277961,0.66,20,0.250481297,0,1,20,449,,,,,,,
0.02604122,0,0.009175745,90.77731824,0.66,20,0.251374808,0,0,20,451,,,,,,,
0.025445525,0,0.009171157,90.78185711,0.66,20,0.250483697,0,1,20,453,,,,,,,
0.251370613,1,0.009166572,90.7863962,1,20,0.252319647,0,0,1,455,,,,,,,
0.249521763,0,0.009161988,90.79093552,0,20,0.250478695,0,0,2,457,,,,,,,
0.024482049,0,0.009157407,90.79547507,0.66,20,0.253545074,0,3,20,459,,,,,,,
0.025433659,0,0.009152829,90.80001484,0.66,20,0.250520932,0,3,20,461,,,,,,,
0.026026655,0,0.009148252,90.80455484,0.66,20,0.25132955,0,0,20,463,,,,,,,
0.025432997,0,0.009143678,90.80909507,0.66,20,0.250523013,0,3,20,465,,,,,,,
0.026025409,0,0.009139106,90.81363553,0.66,20,0.251325679,0,0,20,467,,,,,,,
0.025432341,0,0.009134537,90.81817621,0.66,20,0.250525069,0,3,20,469,,,,,,,
0.026024172,0,0.009129969,90.82271712,0.66,20,0.251321833,0,0,20,471,,,,,,,
0.025431694,0,0.009125404,90.82725825,0.66,20,0.250527102,0,3,20,473,,,,,,,
0.026022942,0,0.009120842,90.83179962,0.66,20,0.251318013,0,0,20,475,,,,,,,
0.025431054,0,0.009116281,90.83634121,0.66,20,0.250529111,0,3,20,477,,,,,,,
0.026021721,0,0.009111723,90.84088302,0.66,20,0.251314218,0,0,20,479,,,,,,,
0.025430421,0,0.009107167,90.84542507,0.66,20,0.250531097,0,3,20,481,,,,,,,
0.026020508,0,0.009102614,90.84996734,0.66,20,0.251310448,0,0,20,483,,,,,,,
0.025429796,0,0.009098062,90.85450984,0.66,20,0.25053306,0,3,20,485,,,,,,,
0.026019303,0,0.009093513,90.85905256,0.66,20,0.251306703,0,0,20,487,,,,,,,
0.025429178,0,0.009088967,90.86359552,0.66,20,0.250535,0,3,20,489,,,,,,,
0.026018106,0,0.009084422,90.8681387,0.66,20,0.251302982,0,0,20,491,,,,,,,
0.025428567,0,0.00907988,90.8726821,0.66,20,0.250536917,0,3,20,493,,,,,,,
0.026016916,0,0.00907534,90.87722574,0.66,20,0.251299285,0,0,20,495,,,,,,,
0.025427963,0,0.009070802,90.8817696,0.66,20,0.250538812,0,3,20,497,,,,,,,
0.026015734,0,0.009066267,90.88631369,0.66,20,0.251295612,0,0,20,499,,,,,,,
0.025427366,0,0.009061734,90.890858,0.66,20,0.250540685,0,3,20,501,,,,,,,
0.02601456,0,0.009057203,90.89540254,0.66,20,0.251291963,0,0,20,503,,,,,,,
0.025426777,0,0.009052674,90.89994731,0.66,20,0.250542536,0,3,20,505,,,,,,,
0.026013394,0,0.009048148,90.90449231,0.66,20,0.251288338,0,0,20,507,,,,,,,
0.025426194,0,0.009043624,90.90903754,0.66,20,0.250544365,0,3,20,509,,,,,,,
0.026012235,0,0.009039102,90.91358299,0.66,20,0.251284736,0,0,20,511,,,,,,,
0.025425618,0,0.009034582,90.91812867,0.66,20,0.250546173,0,3,20,513,,,,,,,
0.026011084,0,0.009030065,90.92267457,0.66,20,0.251281158,0,0,20,515,,,,,,,
0.025425049,0,0.00902555,90.92722071,0.66,20,0.250547959,0,3,20,517,,,,,,,
0.02600994,0,0.009021037,90.93176707,0.66,20,0.251277602,0,0,20,519,,,,,,,
0.025424487,0,0.009016527,90.93631366,0.66,20,0.250549724,0,3,20,521,,,,,,,
0.026008803,0,0.009012019,90.94086047,0.66,20,0.251274069,0,0,20,523,,,,,,,
0.025423931,0,0.009007513,90.94540752,0.66,20,0.250551469,0,3,20,525,,,,,,,
0.251270559,1,0.009003009,90.94995479,1,20,0.252167135,0,0,3,527,,,,,,,
0.249641199,0,0.008998507,90.95450228,0,20,0.250359059,0,0,4,529,,,,,,,
0.024482425,0,0.008994008,90.95905001,0.66,20,0.253543864,0,5,20,531,,,,,,,
0.025412519,0,0.008989511,90.96359796,0.66,20,0.250587299,0,5,20,533,,,,,,,
0.025994943,0,0.008985016,90.96814614,0.66,20,0.251230984,0,0,20,535,,,,,,,
0.025412058,0,0.008980524,90.97269455,0.66,20,0.250588745,0,5,20,537,,,,,,,
0.025993911,0,0.008976034,90.97724318,0.66,20,0.251227775,0,0,20,539,,,,,,,
0.025411604,0,0.008971546,90.98179205,0.66,20,0.250590174,0,5,20,541,,,,,,,
0.025992885,0,0.00896706,90.98634114,0.66,20,0.251224586,0,0,20,543,,,,,,,
0.025411154,0,0.008962576,90.99089045,0.66,20,0.250591585,0,5,20,545,,,,,,,
0.025991865,0,0.008958095,90.99544,0.66,20,0.251221417,0,0,20,547,,,,,,,
0.025410711,0,0.008953616,90.99998977,0.66,20,0.250592977,0,5,20,549,,,,,,,
0.025990852,0,0.008949139,91.00453977,0.66,20,0.251218268,0,0,20,551,,,,,,,
0.025410273,0,0.008944664,91.00909,0.66,20,0.250594352,0,5,20,553,,,,,,,
0.025989846,0,0.008940192,91.01364045,0.66,20,0.251215138,0,0,20,555,,,,,,,
0.249404999,1,0.008935722,91.01819113,1,20,0.250227176,0,0,5,557,,,,,,,
0.25155651,0,0.008931254,91.02274204,0,20,0.25155651,0,6,0,559,,,,,,,
0.025053573,0,0.008926789,91.02729318,0.66,20,0.251719743,0,5,20,561,,,,,,,
0.025987455,0,0.008922325,91.03184454,0.66,20,0.251207705,0,0,20,563,,,,,,,
0.025408633,0,0.008917864,91.03639614,0.66,20,0.250599503,0,5,20,565,,,,,,,
0.025986469,0,0.008913405,91.04094796,0.66,20,0.25120464,0,0,20,567,,,,,,,
0.02540822,0,0.008908948,91.0455,0.66,20,0.2506008,0,5,20,569,,,,,,,
0.02598549,0,0.008904494,91.05005228,0.66,20,0.251201595,0,0,20,571,,,,,,,
0.025407812,0,0.008900042,91.05460478,0.66,20,0.25060208,0,5,20,573,,,,,,,
0.025984516,0,0.008895592,91.05915751,0.66,20,0.251198567,0,0,20,575,,,,,,,
0.02540741,0,0.008891144,91.06371047,0.66,20,0.250603344,0,5,20,577,,,,,,,
0.025983548,0,0.008886698,91.06826365,0.66,20,0.251195558,0,0,20,579,,,,,,,
0.025407013,0,0.008882255,91.07281707,0.66,20,0.250604591,0,5,20,581,,,,,,,
0.025982586,0,0.008877814,91.07737071,0.66,20,0.251192568,0,0,20,583,,,,,,,
0.025406621,0,0.008873375,91.08192458,0.66,20,0.250605821,0,5,20,585,,,,,,,
0.02598163,0,0.008868938,91.08647867,0.66,20,0.251189595,0,0,20,587,,,,,,,
0.025406234,0,0.008864504,91.091033,0.66,20,0.250607036,0,5,20,589,,,,,,,
0.02598068,0,0.008860071,91.09558755,0.66,20,0.25118664,0,0,20,591,,,,,,,
0.025405853,0,0.008855641,91.10014233,0.66,20,0.250608234,0,5,20,593,,,,,,,
0.025979735,0,0.008851214,91.10469733,0.66,20,0.251183702,0,0,20,595,,,,,,,
0.025405476,0,0.008846788,91.10925257,0.66,20,0.250609416,0,5,20,597,,,,,,,
0.025978796,0,0.008842365,91.11380803,0.66,20,0.251180783,0,0,20,599,,,,,,,
0.025405105,0,0.008837943,91.11836372,0.66,20,0.250610583,0,5,20,601,,,,,,,
0.025977863,0,0.008833524,91.12291964,0.66,20,0.25117788,0,0,20,603,,,,,,,
0.025404738,0,0.008829108,91.12747579,0.66,20,0.250611734,0,5,20,605,,,,,,,
0.025976935,0,0.008824693,91.13203216,0.66,20,0.251174995,0,0,20,607,,,,,,,
0.025404377,0,0.008820281,91.13658876,0.66,20,0.250612869,0,5,20,609,,,,,,,
0.025976013,0,0.008815871,91.14114559,0.66,20,0.251172127,0,0,20,611,,,,,,,
0.02540402,0,0.008811463,91.14570265,0.66,20,0.25061399,0,5,20,613,,,,,,,
0.025975096,0,0.008807057,91.15025993,0.66,20,0.251169276,0,0,20,615,,,,,,,
0.025403669,0,0.008802653,91.15481745,0.66,20,0.250615095,0,5,20,617,,,,,,,
0.025974184,0,0.008798252,91.15937519,0.66,20,0.251166442,0,0,20,619,,,,,,,
0.025403322,0,0.008793853,91.16393316,0.66,20,0.250616184,0,5,20,621,,,,,,,
0.025973278,0,0.008789456,91.16849135,0.66,20,0.251163624,0,0,20,623,,,,,,,
0.025402979,0,0.008785061,91.17304978,0.66,20,0.250617259,0,5,20,625,,,,,,,
0.025972378,0,0.008780669,91.17760843,0.66,20,0.251160823,0,0,20,627,,,,,,,
0.025402642,0,0.008776279,91.18216731,0.66,20,0.25061832,0,5,20,629,,,,,,,
0.025971482,0,0.00877189,91.18672642,0.66,20,0.251158038,0,0,20,631,,,,,,,
0.025402309,0,0.008767504,91.19128576,0.66,20,0.250619365,0,5,20,633,,,,,,,
0.025970592,0,0.008763121,91.19584532,0.66,20,0.25115527,0,0,20,635,,,,,,,
