Total Error, action, LearnRate, InvestigationRate, Reward, Cache Size, High Error, Enhanced Count, Position of Low Error, Position of High Error, learn count,,,,,,,
0.02574307,0,0.003866492,98.96906192,0.66,20,0.25044667,0,0,20,3907,,,,,,,
0.025488672,0,0.003864558,98.97401037,0.66,20,0.250348399,0,11,20,3909,,,,,,,
0.025742895,0,0.003862626,98.97895907,0.66,20,0.250446124,0,0,20,3911,,,,,,,
0.025488747,0,0.003860695,98.98390802,0.66,20,0.250348164,0,11,20,3913,,,,,,,
0.02574272,0,0.003858764,98.98885721,0.66,20,0.250445579,0,0,20,3915,,,,,,,
0.025488822,0,0.003856835,98.99380666,0.66,20,0.250347929,0,11,20,3917,,,,,,,
0.025742546,0,0.003854907,98.99875635,0.66,20,0.250445036,0,0,20,3919,,,,,,,
0.025488898,0,0.003852979,99.00370629,0.66,20,0.250347693,0,11,20,3921,,,,,,,
0.025742372,0,0.003851053,99.00865647,0.66,20,0.250444493,0,0,20,3923,,,,,,,
0.025488973,0,0.003849127,99.0136069,0.66,20,0.250347457,0,11,20,3925,,,,,,,
0.025742198,0,0.003847203,99.01855758,0.66,20,0.250443952,0,0,20,3927,,,,,,,
0.025489048,0,0.003845279,99.02350851,0.66,20,0.250347221,0,11,20,3929,,,,,,,
0.025742025,0,0.003843356,99.02845969,0.66,20,0.250443411,0,0,20,3931,,,,,,,
0.025489124,0,0.003841435,99.03341111,0.66,20,0.250346984,0,11,20,3933,,,,,,,
0.025741852,0,0.003839514,99.03836278,0.66,20,0.250442872,0,0,20,3935,,,,,,,
0.025489199,0,0.003837594,99.0433147,0.66,20,0.250346748,0,11,20,3937,,,,,,,
0.02574168,0,0.003835675,99.04826686,0.66,20,0.250442333,0,0,20,3939,,,,,,,
0.025489275,0,0.003833757,99.05321928,0.66,20,0.250346511,0,11,20,3941,,,,,,,
0.025741507,0,0.003831841,99.05817194,0.66,20,0.250441796,0,0,20,3943,,,,,,,
0.025489351,0,0.003829925,99.06312485,0.66,20,0.250346274,0,11,20,3945,,,,,,,
0.025741335,0,0.00382801,99.068078,0.66,20,0.250441259,0,0,20,3947,,,,,,,
0.025489426,0,0.003826096,99.07303141,0.66,20,0.250346036,0,11,20,3949,,,,,,,
0.025741163,0,0.003824183,99.07798506,0.66,20,0.250440723,0,0,20,3951,,,,,,,
0.025489502,0,0.003822271,99.08293896,0.66,20,0.250345799,0,11,20,3953,,,,,,,
0.025740992,0,0.003820359,99.08789311,0.66,20,0.250440189,0,0,20,3955,,,,,,,
0.025489578,0,0.003818449,99.0928475,0.66,20,0.250345561,0,11,20,3957,,,,,,,
0.025740821,0,0.00381654,99.09780214,0.66,20,0.250439655,0,0,20,3959,,,,,,,
0.025489654,0,0.003814632,99.10275703,0.66,20,0.250345323,0,11,20,3961,,,,,,,
0.02574065,0,0.003812724,99.10771217,0.66,20,0.250439123,0,0,20,3963,,,,,,,
0.02548973,0,0.003810818,99.11266756,0.66,20,0.250345084,0,11,20,3965,,,,,,,
0.02574048,0,0.003808913,99.11762319,0.66,20,0.250438591,0,0,20,3967,,,,,,,
0.025489806,0,0.003807008,99.12257907,0.66,20,0.250344846,0,11,20,3969,,,,,,,
0.02574031,0,0.003805105,99.1275352,0.66,20,0.250438061,0,0,20,3971,,,,,,,
0.025489882,0,0.003803202,99.13249158,0.66,20,0.250344607,0,11,20,3973,,,,,,,
0.02574014,0,0.003801301,99.1374482,0.66,20,0.250437531,0,0,20,3975,,,,,,,
0.025489959,0,0.0037994,99.14240507,0.66,20,0.250344368,0,11,20,3977,,,,,,,
0.02573997,0,0.0037975,99.14736219,0.66,20,0.250437002,0,0,20,3979,,,,,,,
0.025490035,0,0.003795601,99.15231956,0.66,20,0.250344129,0,11,20,3981,,,,,,,
0.025739801,0,0.003793704,99.15727718,0.66,20,0.250436475,0,0,20,3983,,,,,,,
0.025490111,0,0.003791807,99.16223504,0.66,20,0.250343889,0,11,20,3985,,,,,,,
0.025739632,0,0.003789911,99.16719315,0.66,20,0.250435948,0,0,20,3987,,,,,,,
0.025490188,0,0.003788016,99.17215151,0.66,20,0.250343649,0,11,20,3989,,,,,,,
0.025739464,0,0.003786122,99.17711012,0.66,20,0.250435422,0,0,20,3991,,,,,,,
0.025490264,0,0.003784229,99.18206898,0.66,20,0.25034341,0,11,20,3993,,,,,,,
0.025739296,0,0.003782337,99.18702808,0.66,20,0.250434897,0,0,20,3995,,,,,,,
0.025490341,0,0.003780446,99.19198743,0.66,20,0.25034317,0,11,20,3997,,,,,,,
0.025739128,0,0.003778555,99.19694703,0.66,20,0.250434374,0,0,20,3999,,,,,,,
0.025490418,0,0.003776666,99.20190688,0.66,20,0.250342929,0,11,20,4001,,,,,,,
0.02573896,0,0.003774778,99.20686697,0.66,20,0.250433851,0,0,20,4003,,,,,,,
0.025490495,0,0.00377289,99.21182732,0.66,20,0.250342689,0,11,20,4005,,,,,,,
0.025738793,0,0.003771004,99.21678791,0.66,20,0.250433329,0,0,20,4007,,,,,,,
0.025490571,0,0.003769118,99.22174875,0.66,20,0.250342448,0,11,20,4009,,,,,,,
0.025738626,0,0.003767234,99.22670983,0.66,20,0.250432808,0,0,20,4011,,,,,,,
0.025490648,0,0.00376535,99.23167117,0.66,20,0.250342207,0,11,20,4013,,,,,,,
0.025738459,0,0.003763468,99.23663275,0.66,20,0.250432288,0,0,20,4015,,,,,,,
0.025490725,0,0.003761586,99.24159459,0.66,20,0.250341966,0,11,20,4017,,,,,,,
0.025738293,0,0.003759705,99.24655666,0.66,20,0.250431769,0,0,20,4019,,,,,,,
0.025490802,0,0.003757825,99.25151899,0.66,20,0.250341725,0,11,20,4021,,,,,,,
0.025738126,0,0.003755946,99.25648157,0.66,20,0.25043125,0,0,20,4023,,,,,,,
0.025490879,0,0.003754068,99.26144439,0.66,20,0.250341483,0,11,20,4025,,,,,,,
0.025737961,0,0.003752191,99.26640746,0.66,20,0.250430733,0,0,20,4027,,,,,,,
0.025490956,0,0.003750315,99.27137079,0.66,20,0.250341242,0,11,20,4029,,,,,,,
0.025737795,0,0.00374844,99.27633435,0.66,20,0.250430217,0,0,20,4031,,,,,,,
0.025491033,0,0.003746566,99.28129817,0.66,20,0.250341,0,11,20,4033,,,,,,,
0.02573763,0,0.003744693,99.28626224,0.66,20,0.250429702,0,0,20,4035,,,,,,,
0.025491111,0,0.00374282,99.29122655,0.66,20,0.250340758,0,11,20,4037,,,,,,,
0.025737465,0,0.003740949,99.29619111,0.66,20,0.250429187,0,0,20,4039,,,,,,,
0.025491188,0,0.003739078,99.30115592,0.66,20,0.250340516,0,11,20,4041,,,,,,,
0.0257373,0,0.003737209,99.30612098,0.66,20,0.250428674,0,0,20,4043,,,,,,,
0.025491265,0,0.00373534,99.31108628,0.66,20,0.250340273,0,11,20,4045,,,,,,,
0.025737136,0,0.003733472,99.31605184,0.66,20,0.250428161,0,0,20,4047,,,,,,,
0.025491343,0,0.003731606,99.32101764,0.66,20,0.250340031,0,11,20,4049,,,,,,,
0.025736972,0,0.00372974,99.32598369,0.66,20,0.250427649,0,0,20,4051,,,,,,,
0.02549142,0,0.003727875,99.33094999,0.66,20,0.250339788,0,11,20,4053,,,,,,,
0.025736808,0,0.003726011,99.33591654,0.66,20,0.250427139,0,0,20,4055,,,,,,,
0.025491498,0,0.003724148,99.34088333,0.66,20,0.250339545,0,11,20,4057,,,,,,,
0.025736645,0,0.003722286,99.34585038,0.66,20,0.250426629,0,0,20,4059,,,,,,,
0.025491575,0,0.003720425,99.35081767,0.66,20,0.250339302,0,11,20,4061,,,,,,,
0.025736482,0,0.003718565,99.35578521,0.66,20,0.25042612,0,0,20,4063,,,,,,,
0.025491653,0,0.003716705,99.360753,0.66,20,0.250339059,0,11,20,4065,,,,,,,
0.025736319,0,0.003714847,99.36572104,0.66,20,0.250425612,0,0,20,4067,,,,,,,
0.025491731,0,0.00371299,99.37068932,0.66,20,0.250338815,0,11,20,4069,,,,,,,
0.025736156,0,0.003711133,99.37565786,0.66,20,0.250425105,0,0,20,4071,,,,,,,
0.025491808,0,0.003709278,99.38062664,0.66,20,0.250338572,0,11,20,4073,,,,,,,
0.025735994,0,0.003707423,99.38559567,0.66,20,0.250424598,0,0,20,4075,,,,,,,
0.025491886,0,0.003705569,99.39056495,0.66,20,0.250338328,0,11,20,4077,,,,,,,
0.025735832,0,0.003703716,99.39553448,0.66,20,0.250424093,0,0,20,4079,,,,,,,
0.025491964,0,0.003701865,99.40050426,0.66,20,0.250338084,0,11,20,4081,,,,,,,
0.02573567,0,0.003700014,99.40547428,0.66,20,0.250423589,0,0,20,4083,,,,,,,
0.025492042,0,0.003698164,99.41044456,0.66,20,0.25033784,0,11,20,4085,,,,,,,
0.025735509,0,0.003696315,99.41541508,0.66,20,0.250423085,0,0,20,4087,,,,,,,
0.02549212,0,0.003694466,99.42038585,0.66,20,0.250337596,0,11,20,4089,,,,,,,
0.025735348,0,0.003692619,99.42535687,0.66,20,0.250422582,0,0,20,4091,,,,,,,
0.025492198,0,0.003690773,99.43032814,0.66,20,0.250337351,0,11,20,4093,,,,,,,
0.025735187,0,0.003688927,99.43529965,0.66,20,0.250422081,0,0,20,4095,,,,,,,
0.025492276,0,0.003687083,99.44027142,0.66,20,0.250337107,0,11,20,4097,,,,,,,
0.025735026,0,0.003685239,99.44524343,0.66,20,0.25042158,0,0,20,4099,,,,,,,
0.025492354,0,0.003683397,99.45021569,0.66,20,0.250336862,0,11,20,4101,,,,,,,
0.025734866,0,0.003681555,99.4551882,0.66,20,0.25042108,0,0,20,4103,,,,,,,
0.025492432,0,0.003679714,99.46016096,0.66,20,0.250336617,0,11,20,4105,,,,,,,
0.025734706,0,0.003677875,99.46513397,0.66,20,0.25042058,0,0,20,4107,,,,,,,
0.02549251,0,0.003676036,99.47010723,0.66,20,0.250336372,0,11,20,4109,,,,,,,
0.025734546,0,0.003674198,99.47508073,0.66,20,0.250420082,0,0,20,4111,,,,,,,
0.025492588,0,0.00367236,99.48005449,0.66,20,0.250336127,0,11,20,4113,,,,,,,
0.025734387,0,0.003670524,99.48502849,0.66,20,0.250419585,0,0,20,4115,,,,,,,
0.025492667,0,0.003668689,99.49000274,0.66,20,0.250335882,0,11,20,4117,,,,,,,
0.025734228,0,0.003666855,99.49497724,0.66,20,0.250419088,0,0,20,4119,,,,,,,
0.025492745,0,0.003665021,99.49995199,0.66,20,0.250335637,0,11,20,4121,,,,,,,
0.025734069,0,0,100,0.66,20,0.250335637,0,11,20,4121,,,,,,,
0.025734069,0,0,100,0.66,20,0.250335637,0,11,20,4121,,,,,,,
0.025734069,0,0,100,0.66,20,0.250335637,0,11,20,4121,,,,,,,
0.025734069,0,0,100,0.66,20,0.250335637,0,11,20,4121,,,,,,,
0.025734069,0,0,100,0.66,20,0.250335637,0,11,20,4121,,,,,,,
0.025734069,0,0,100,0.66,20,0.250335637,0,11,20,4121,,,,,,,
0.025734069,0,0,100,0.66,20,0.250335637,0,11,20,4121,,,,,,,
0.025734069,0,0,100,0.66,20,0.250335637,0,11,20,4121,,,,,,,
0.025734069,0,0,100,0.66,20,0.250335637,0,11,20,4121,,,,,,,
0.025734069,0,0,100,0.66,20,0.250335637,0,11,20,4121,,,,,,,
0.025734069,0,0,100,0.66,20,0.250335637,0,11,20,4121,,,,,,,
0.025734069,0,0,100,0.66,20,0.250335637,0,11,20,4121,,,,,,,
0.025734069,0,0,100,0.66,20,0.250335637,0,11,20,4121,,,,,,,
0.025734069,0,0,100,0.66,20,0.250335637,0,11,20,4121,,,,,,,
0.025734069,0,0,100,0.66,20,0.250335637,0,11,20,4121,,,,,,,
0.025734069,0,0,100,0.66,20,0.250335637,0,11,20,4121,,,,,,,
0.025734069,0,0,100,0.66,20,0.250335637,0,11,20,4121,,,,,,,
0.025734069,0,0,100,0.66,20,0.250335637,0,11,20,4121,,,,,,,
0.025734069,0,0,100,0.66,20,0.250335637,0,11,20,4121,,,,,,,
0.025734069,0,0,100,0.66,20,0.250335637,0,11,20,4121,,,,,,,
0.025734069,0,0,100,0.66,20,0.250335637,0,11,20,4121,,,,,,,
0.025734069,0,0,100,0.66,20,0.250335637,0,11,20,4121,,,,,,,
0.025734069,0,0,100,0.66,20,0.250335637,0,11,20,4121,,,,,,,
0.025734069,0,0,100,0.66,20,0.250335637,0,11,20,4121,,,,,,,
0.025734069,0,0,100,0.66,20,0.250335637,0,11,20,4121,,,,,,,
0.025734069,0,0,100,0.66,20,0.250335637,0,11,20,4121,,,,,,,
0.025734069,0,0,100,0.66,20,0.250335637,0,11,20,4121,,,,,,,
0.025734069,0,0,100,0.66,20,0.250335637,0,11,20,4121,,,,,,,
0.025734069,0,0,100,0.66,20,0.250335637,0,11,20,4121,,,,,,,
0.025734069,0,0,100,0.66,20,0.250335637,0,11,20,4121,,,,,,,
0.025734069,0,0,100,0.66,20,0.250335637,0,11,20,4121,,,,,,,
0.025734069,0,0,100,0.66,20,0.250335637,0,11,20,4121,,,,,,,
0.025734069,0,0,100,0.66,20,0.250335637,0,11,20,4121,,,,,,,
0.025734069,0,0,100,0.66,20,0.250335637,0,11,20,4121,,,,,,,
0.025734069,0,0,100,0.66,20,0.250335637,0,11,20,4121,,,,,,,
0.025734069,0,0,100,0.66,20,0.250335637,0,11,20,4121,,,,,,,
0.025734069,0,0,100,0.66,20,0.250335637,0,11,20,4121,,,,,,,
0.025734069,0,0,100,0.66,20,0.250335637,0,11,20,4121,,,,,,,
0.025734069,0,0,100,0.66,20,0.250335637,0,11,20,4121,,,,,,,
0.025734069,0,0,100,0.66,20,0.250335637,0,11,20,4121,,,,,,,
0.025734069,0,0,100,0.66,20,0.250335637,0,11,20,4121,,,,,,,
0.025734069,0,0,100,0.66,20,0.250335637,0,11,20,4121,,,,,,,
0.025734069,0,0,100,0.66,20,0.250335637,0,11,20,4121,,,,,,,
0.025734069,0,0,100,0.66,20,0.250335637,0,11,20,4121,,,,,,,
0.025734069,0,0,100,0.66,20,0.250335637,0,11,20,4121,,,,,,,
0.025734069,0,0,100,0.66,20,0.250335637,0,11,20,4121,,,,,,,
0.025734069,0,0,100,0.66,20,0.250335637,0,11,20,4121,,,,,,,
0.025734069,0,0,100,0.66,20,0.250335637,0,11,20,4121,,,,,,,
0.025734069,0,0,100,0.66,20,0.250335637,0,11,20,4121,,,,,,,
0.025734069,0,0,100,0.66,20,0.250335637,0,11,20,4121,,,,,,,
0.025734069,0,0,100,0.66,20,0.250335637,0,11,20,4121,,,,,,,
0.025734069,0,0,100,0.66,20,0.250335637,0,11,20,4121,,,,,,,
0.025734069,0,0,100,0.66,20,0.250335637,0,11,20,4121,,,,,,,
0.025734069,0,0,100,0.66,20,0.250335637,0,11,20,4121,,,,,,,
0.025734069,0,0,100,0.66,20,0.250335637,0,11,20,4121,,,,,,,
0.025734069,0,0,100,0.66,20,0.250335637,0,11,20,4121,,,,,,,
0.025734069,0,0,100,0.66,20,0.250335637,0,11,20,4121,,,,,,,
0.025734069,0,0,100,0.66,20,0.250335637,0,11,20,4121,,,,,,,
0.025734069,0,0,100,0.66,20,0.250335637,0,11,20,4121,,,,,,,
0.025734069,0,0,100,0.66,20,0.250335637,0,11,20,4121,,,,,,,
0.025734069,0,0,100,0.66,20,0.250335637,0,11,20,4121,,,,,,,
0.025734069,0,0,100,0.66,20,0.250335637,0,11,20,4121,,,,,,,
0.025734069,0,0,100,0.66,20,0.250335637,0,11,20,4121,,,,,,,
0.025734069,0,0,100,0.66,20,0.250335637,0,11,20,4121,,,,,,,
0.025734069,0,0,100,0.66,20,0.250335637,0,11,20,4121,,,,,,,
0.025734069,0,0,100,0.66,20,0.250335637,0,11,20,4121,,,,,,,
0.025734069,0,0,100,0.66,20,0.250335637,0,11,20,4121,,,,,,,
0.025734069,0,0,100,0.66,20,0.250335637,0,11,20,4121,,,,,,,
0.025734069,0,0,100,0.66,20,0.250335637,0,11,20,4121,,,,,,,
0.025734069,0,0,100,0.66,20,0.250335637,0,11,20,4121,,,,,,,
0.025734069,0,0,100,0.66,20,0.250335637,0,11,20,4121,,,,,,,
0.025734069,0,0,100,0.66,20,0.250335637,0,11,20,4121,,,,,,,
0.025734069,0,0,100,0.66,20,0.250335637,0,11,20,4121,,,,,,,
0.025734069,0,0,100,0.66,20,0.250335637,0,11,20,4121,,,,,,,
0.025734069,0,0,100,0.66,20,0.250335637,0,11,20,4121,,,,,,,
0.025734069,0,0,100,0.66,20,0.250335637,0,11,20,4121,,,,,,,
0.025734069,0,0,100,0.66,20,0.250335637,0,11,20,4121,,,,,,,
0.025734069,0,0,100,0.66,20,0.250335637,0,11,20,4121,,,,,,,
0.025734069,0,0,100,0.66,20,0.250335637,0,11,20,4121,,,,,,,
0.025734069,0,0,100,0.66,20,0.250335637,0,11,20,4121,,,,,,,
0.025734069,0,0,100,0.66,20,0.250335637,0,11,20,4121,,,,,,,
0.025734069,0,0,100,0.66,20,0.250335637,0,11,20,4121,,,,,,,
0.025734069,0,0,100,0.66,20,0.250335637,0,11,20,4121,,,,,,,
0.025734069,0,0,100,0.66,20,0.250335637,0,11,20,4121,,,,,,,
0.025734069,0,0,100,0.66,20,0.250335637,0,11,20,4121,,,,,,,
0.025734069,0,0,100,0.66,20,0.250335637,0,11,20,4121,,,,,,,
0.025734069,0,0,100,0.66,20,0.250335637,0,11,20,4121,,,,,,,
0.025734069,0,0,100,0.66,20,0.250335637,0,11,20,4121,,,,,,,
0.025734069,0,0,100,0.66,20,0.250335637,0,11,20,4121,,,,,,,
0.025734069,0,0,100,0.66,20,0.250335637,0,11,20,4121,,,,,,,
0.025734069,0,0,100,0.66,20,0.250335637,0,11,20,4121,,,,,,,
0.025734069,0,0,100,0.66,20,0.250335637,0,11,20,4121,,,,,,,
0.025734069,0,0,100,0.66,20,0.250335637,0,11,20,4121,,,,,,,
0.025734069,0,0,100,0.66,20,0.250335637,0,11,20,4121,,,,,,,
0.025734069,0,0,100,0.66,20,0.250335637,0,11,20,4121,,,,,,,
0.025734069,0,0,100,0.66,20,0.250335637,0,11,20,4121,,,,,,,
0.025734069,0,0,100,0.66,20,0.250335637,0,11,20,4121,,,,,,,
0.025734069,0,0,100,0.66,20,0.250335637,0,11,20,4121,,,,,,,
0.025734069,0,0,100,0.66,20,0.250335637,0,11,20,4121,,,,,,,
0.025734069,0,0,100,0.66,20,0.250335637,0,11,20,4121,,,,,,,
0.025734069,0,0,100,0.66,20,0.250335637,0,11,20,4121,,,,,,,
0.025734069,0,0,100,0.66,20,0.250335637,0,11,20,4121,,,,,,,
0.025734069,0,0,100,0.66,20,0.250335637,0,11,20,4121,,,,,,,
0.025734069,0,0,100,0.66,20,0.250335637,0,11,20,4121,,,,,,,
0.025734069,0,0,100,0.66,20,0.250335637,0,11,20,4121,,,,,,,
0.025734069,0,0,100,0.66,20,0.250335637,0,11,20,4121,,,,,,,
0.025734069,0,0,100,0.66,20,0.250335637,0,11,20,4121,,,,,,,
0.025734069,0,0,100,0.66,20,0.250335637,0,11,20,4121,,,,,,,
0.025734069,0,0,100,0.66,20,0.250335637,0,11,20,4121,,,,,,,
0.025734069,0,0,100,0.66,20,0.250335637,0,11,20,4121,,,,,,,
0.025734069,0,0,100,0.66,20,0.250335637,0,11,20,4121,,,,,,,
0.025734069,0,0,100,0.66,20,0.250335637,0,11,20,4121,,,,,,,
0.025734069,0,0,100,0.66,20,0.250335637,0,11,20,4121,,,,,,,
0.025734069,0,0,100,0.66,20,0.250335637,0,11,20,4121,,,,,,,
0.025734069,0,0,100,0.66,20,0.250335637,0,11,20,4121,,,,,,,
0.025734069,0,0,100,0.66,20,0.250335637,0,11,20,4121,,,,,,,
0.025734069,0,0,100,0.66,20,0.250335637,0,11,20,4121,,,,,,,
0.025734069,0,0,100,0.66,20,0.250335637,0,11,20,4121,,,,,,,
0.025734069,0,0,100,0.66,20,0.250335637,0,11,20,4121,,,,,,,
0.025734069,0,0,100,0.66,20,0.250335637,0,11,20,4121,,,,,,,
0.025734069,0,0,100,0.66,20,0.250335637,0,11,20,4121,,,,,,,
0.025734069,0,0,100,0.66,20,0.250335637,0,11,20,4121,,,,,,,
0.025734069,0,0,100,0.66,20,0.250335637,0,11,20,4121,,,,,,,
0.025734069,0,0,100,0.66,20,0.250335637,0,11,20,4121,,,,,,,
0.025734069,0,0,100,0.66,20,0.250335637,0,11,20,4121,,,,,,,
0.025734069,0,0,100,0.66,20,0.250335637,0,11,20,4121,,,,,,,
0.025734069,0,0,100,0.66,20,0.250335637,0,11,20,4121,,,,,,,
0.025734069,0,0,100,0.66,20,0.250335637,0,11,20,4121,,,,,,,
0.025734069,0,0,100,0.66,20,0.250335637,0,11,20,4121,,,,,,,
0.025734069,0,0,100,0.66,20,0.250335637,0,11,20,4121,,,,,,,
0.025734069,0,0,100,0.66,20,0.250335637,0,11,20,4121,,,,,,,
0.025734069,0,0,100,0.66,20,0.250335637,0,11,20,4121,,,,,,,
0.025734069,0,0,100,0.66,20,0.250335637,0,11,20,4121,,,,,,,
0.025734069,0,0,100,0.66,20,0.250335637,0,11,20,4121,,,,,,,
0.025734069,0,0,100,0.66,20,0.250335637,0,11,20,4121,,,,,,,
0.025734069,0,0,100,0.66,20,0.250335637,0,11,20,4121,,,,,,,
0.025734069,0,0,100,0.66,20,0.250335637,0,11,20,4121,,,,,,,
0.025734069,0,0,100,0.66,20,0.250335637,0,11,20,4121,,,,,,,
0.025734069,0,0,100,0.66,20,0.250335637,0,11,20,4121,,,,,,,
0.025734069,0,0,100,0.66,20,0.250335637,0,11,20,4121,,,,,,,
0.025734069,0,0,100,0.66,20,0.250335637,0,11,20,4121,,,,,,,
0.025734069,0,0,100,0.66,20,0.250335637,0,11,20,4121,,,,,,,
0.025734069,0,0,100,0.66,20,0.250335637,0,11,20,4121,,,,,,,
0.025734069,0,0,100,0.66,20,0.250335637,0,11,20,4121,,,,,,,
0.025734069,0,0,100,0.66,20,0.250335637,0,11,20,4121,,,,,,,
0.025734069,0,0,100,0.66,20,0.250335637,0,11,20,4121,,,,,,,
0.025734069,0,0,100,0.66,20,0.250335637,0,11,20,4121,,,,,,,
0.025734069,0,0,100,0.66,20,0.250335637,0,11,20,4121,,,,,,,
0.025734069,0,0,100,0.66,20,0.250335637,0,11,20,4121,,,,,,,
0.025734069,0,0,100,0.66,20,0.250335637,0,11,20,4121,,,,,,,
0.025734069,0,0,100,0.66,20,0.250335637,0,11,20,4121,,,,,,,
0.025734069,0,0,100,0.66,20,0.250335637,0,11,20,4121,,,,,,,
0.025734069,0,0,100,0.66,20,0.250335637,0,11,20,4121,,,,,,,
0.025734069,0,0,100,0.66,20,0.250335637,0,11,20,4121,,,,,,,
0.025734069,0,0,100,0.66,20,0.250335637,0,11,20,4121,,,,,,,
0.025734069,0,0,100,0.66,20,0.250335637,0,11,20,4121,,,,,,,
0.025734069,0,0,100,0.66,20,0.250335637,0,11,20,4121,,,,,,,
0.025734069,0,0,100,0.66,20,0.250335637,0,11,20,4121,,,,,,,
0.025734069,0,0,100,0.66,20,0.250335637,0,11,20,4121,,,,,,,
0.025734069,0,0,100,0.66,20,0.250335637,0,11,20,4121,,,,,,,
0.025734069,0,0,100,0.66,20,0.250335637,0,11,20,4121,,,,,,,
0.025734069,0,0,100,0.66,20,0.250335637,0,11,20,4121,,,,,,,
0.025734069,0,0,100,0.66,20,0.250335637,0,11,20,4121,,,,,,,
0.025734069,0,0,100,0.66,20,0.250335637,0,11,20,4121,,,,,,,
0.025734069,0,0,100,0.66,20,0.250335637,0,11,20,4121,,,,,,,
0.025734069,0,0,100,0.66,20,0.250335637,0,11,20,4121,,,,,,,
0.025734069,0,0,100,0.66,20,0.250335637,0,11,20,4121,,,,,,,
0.025734069,0,0,100,0.66,20,0.250335637,0,11,20,4121,,,,,,,
0.025734069,0,0,100,0.66,20,0.250335637,0,11,20,4121,,,,,,,
0.025734069,0,0,100,0.66,20,0.250335637,0,11,20,4121,,,,,,,
0.025734069,0,0,100,0.66,20,0.250335637,0,11,20,4121,,,,,,,
0.025734069,0,0,100,0.66,20,0.250335637,0,11,20,4121,,,,,,,
0.025734069,0,0,100,0.66,20,0.250335637,0,11,20,4121,,,,,,,
0.025734069,0,0,100,0.66,20,0.250335637,0,11,20,4121,,,,,,,
0.025734069,0,0,100,0.66,20,0.250335637,0,11,20,4121,,,,,,,
0.025734069,0,0,100,0.66,20,0.250335637,0,11,20,4121,,,,,,,
0.025734069,0,0,100,0.66,20,0.250335637,0,11,20,4121,,,,,,,
0.025734069,0,0,100,0.66,20,0.250335637,0,11,20,4121,,,,,,,
0.025734069,0,0,100,0.66,20,0.250335637,0,11,20,4121,,,,,,,
0.025734069,0,0,100,0.66,20,0.250335637,0,11,20,4121,,,,,,,
0.025734069,0,0,100,0.66,20,0.250335637,0,11,20,4121,,,,,,,
0.025734069,0,0,100,0.66,20,0.250335637,0,11,20,4121,,,,,,,
0.025734069,0,0,100,0.66,20,0.250335637,0,11,20,4121,,,,,,,
0.025734069,0,0,100,0.66,20,0.250335637,0,11,20,4121,,,,,,,
0.025734069,0,0,100,0.66,20,0.250335637,0,11,20,4121,,,,,,,
0.025734069,0,0,100,0.66,20,0.250335637,0,11,20,4121,,,,,,,
0.025734069,0,0,100,0.66,20,0.250335637,0,11,20,4121,,,,,,,
0.025734069,0,0,100,0.66,20,0.250335637,0,11,20,4121,,,,,,,
0.025734069,0,0,100,0.66,20,0.250335637,0,11,20,4121,,,,,,,
0.025734069,0,0,100,0.66,20,0.250335637,0,11,20,4121,,,,,,,
0.025734069,0,0,100,0.66,20,0.250335637,0,11,20,4121,,,,,,,
0.025734069,0,0,100,0.66,20,0.250335637,0,11,20,4121,,,,,,,
0.025734069,0,0,100,0.66,20,0.250335637,0,11,20,4121,,,,,,,
0.025734069,0,0,100,0.66,20,0.250335637,0,11,20,4121,,,,,,,
0.025734069,0,0,100,0.66,20,0.250335637,0,11,20,4121,,,,,,,
0.025734069,0,0,100,0.66,20,0.250335637,0,11,20,4121,,,,,,,
0.025734069,0,0,100,0.66,20,0.250335637,0,11,20,4121,,,,,,,
0.025734069,0,0,100,0.66,20,0.250335637,0,11,20,4121,,,,,,,
0.025734069,0,0,100,0.66,20,0.250335637,0,11,20,4121,,,,,,,
0.025734069,0,0,100,0.66,20,0.250335637,0,11,20,4121,,,,,,,
0.025734069,0,0,100,0.66,20,0.250335637,0,11,20,4121,,,,,,,
0.025734069,0,0,100,0.66,20,0.250335637,0,11,20,4121,,,,,,,
0.025734069,0,0,100,0.66,20,0.250335637,0,11,20,4121,,,,,,,
0.025734069,0,0,100,0.66,20,0.250335637,0,11,20,4121,,,,,,,
0.025734069,0,0,100,0.66,20,0.250335637,0,11,20,4121,,,,,,,
0.025734069,0,0,100,0.66,20,0.250335637,0,11,20,4121,,,,,,,
0.025734069,0,0,100,0.66,20,0.250335637,0,11,20,4121,,,,,,,
0.025734069,0,0,100,0.66,20,0.250335637,0,11,20,4121,,,,,,,
0.025734069,0,0,100,0.66,20,0.250335637,0,11,20,4121,,,,,,,
0.025734069,0,0,100,0.66,20,0.250335637,0,11,20,4121,,,,,,,
0.025734069,0,0,100,0.66,20,0.250335637,0,11,20,4121,,,,,,,
0.025734069,0,0,100,0.66,20,0.250335637,0,11,20,4121,,,,,,,
0.025734069,0,0,100,0.66,20,0.250335637,0,11,20,4121,,,,,,,
0.025734069,0,0,100,0.66,20,0.250335637,0,11,20,4121,,,,,,,
0.025734069,0,0,100,0.66,20,0.250335637,0,11,20,4121,,,,,,,
0.025734069,0,0,100,0.66,20,0.250335637,0,11,20,4121,,,,,,,
0.025734069,0,0,100,0.66,20,0.250335637,0,11,20,4121,,,,,,,
0.025734069,0,0,100,0.66,20,0.250335637,0,11,20,4121,,,,,,,
