Total Error, action, LearnRate, InvestigationRate, Reward, Cache Size, High Error, Enhanced Count, Position of Low Error, Position of High Error, learn count
0.0563080929295837,0,0.01,90,0.66,0,0,10,0,0,1
0.0562007333329957,0,0.01,90,0.66,0,0,10,0,0,2
0.056093295262215,0,0.01,90,0.66,0,0,10,0,0,3
0.0559857581173083,0,0.01,90,0.66,0,0,10,0,0,4
0.0558781232191708,0,0.01,90,0.66,0,0,10,0,0,5
0.0557703918969665,0,0.01,90,0.66,0,0,10,0,0,6
0.0556625654880588,0,0.01,90,0.66,0,0,10,0,0,7
0.0555546453379382,0,0.01,90,0.66,0,0,10,0,0,8
0.0554466328001492,0,0.01,90,0.66,0,0,10,0,0,9
0.0553385292362161,0,0.01,90,0.66,0,0,10,0,0,10
0.0552303360155664,0,0.01,90,0.66,0,0,10,0,0,11
0.0551220545154543,0,0.01,90,0.66,0,0,10,0,0,12
0.0550136861208813,0,0.01,90,0.66,0,0,10,0,0,13
0.0549052322245166,0,0.01,90,0.66,0,0,10,0,0,14
0.0547966942266155,0,0.01,90,0.66,0,0,10,0,0,15
0.0546880735349367,0,0.01,90,0.66,0,0,10,0,0,16
0.0545793715646577,0,0.01,90,0.66,0,0,10,0,0,17
0.0544705897382899,0,0.01,90,0.66,0,0,10,0,0,18
0.0543617294855914,0,0.01,90,0.66,0,0,10,0,0,19
0.0542527922434792,0,0.01,90,0.66,0,0,10,0,0,20
0.0541437794559392,0,0.01,90,0.66,0,0,10,0,0,21
0.0540346925739359,0,0.01,90,0.66,0,0,10,0,0,22
0.79605424100221,0,0.01,90,0,0,0,10,0,0,23
0.0539629328222833,0,0.01,90,0.66,0,0,10,0,0,24
0.0533939008274872,0,0.01,90,0.66,0,0,10,0,0,25
0.0532843461349556,0,0.01,90,0.66,0,0,10,0,0,26
0.0531747289798373,0,0.01,90,0.66,0,0,10,0,0,27
0.0530650508707104,0,0.01,90,0.66,0,0,10,0,0,28
0.0529553133221697,0,0.01,90,0.66,0,0,10,0,0,29
0.0528455178547227,0,0.01,90,0.66,0,0,10,0,0,30
0.0527356659946837,0,0.01,90,0.66,0,0,10,0,0,31
0.0526257592740677,0,0.01,90,0.66,0,0,10,0,0,32
0.0525157992304827,0,0.01,90,0.66,0,0,10,0,0,33
0.0524057874070205,0,0.01,90,0.66,0,0,10,0,0,34
0.0522957253521472,0,0.01,90,0.66,0,0,10,0,0,35
0.0521856146195919,0,0.01,90,0.66,0,0,10,0,0,36
0.0520754567682349,0,0.01,90,0.66,0,0,10,0,0,37
0.0519652533619942,0,0.01,90,0.66,0,0,10,0,0,38
0.0518550059697118,0,0.01,90,0.66,0,0,10,0,0,39
0.0517447161650382,0,0.01,90,0.66,0,0,10,0,0,40
0.0516343855263162,0,0.01,90,0.66,0,0,10,0,0,41
0.0515240156364638,0,0.01,90,0.66,0,0,10,0,0,42
0.0514136080828562,0,0.01,90,0.66,0,0,10,0,0,43
0.012881791768179,1,0.01,90,1,0,0,10,0,0,44
0.0509792879833477,0,0.01,90,0.66,0,0,10,0,0,45
0.0512521122994399,0,0.01,90,0.66,0,0,10,0,0,46
0.051141618591403,0,0.01,90,0.66,0,0,10,0,0,47
0.051031092753831,0,0.01,90,0.66,0,0,10,0,0,48
0.0509205363925034,0,0.01,90,0.66,0,0,10,0,0,49
0.0508099511169932,0,0.01,90,0.66,0,0,10,0,0,50
0.0506993385405436,0,0.01,90,0.66,0,0,10,0,0,51
0.0505887002799433,0,0.01,90,0.66,0,0,10,0,0,52
0.0504780379554006,0,0.01,90,0.66,0,0,10,0,0,53
0.0503673531904175,0,0.01,90,0.66,0,0,10,0,0,54
0.0502566476116621,0,0.01,90,0.66,0,0,10,0,0,55
0.0501459228488416,0,0.01,90,0.66,0,0,10,0,0,56
0.0500351805345729,0,0.01,90,0.66,0,0,10,0,0,57
0.0499244223042542,0,0.01,90,0.66,0,0,10,0,0,58
0.0498136497959347,0,0.01,90,0.66,0,0,10,0,0,59
0.0497028646501841,0,0.01,90,0.66,0,0,10,0,0,60
0.0495920685099617,0,0.01,90,0.66,0,0,10,0,0,61
0.0494812630204846,0,0.01,90,0.66,0,0,10,0,0,62
0.0493704498290952,0,0.01,90,0.66,0,0,10,0,0,63
0.049259630585129,0,0.01,90,0.66,0,0,10,0,0,64
0.0491488069397806,0,0.01,90,0.66,0,0,10,0,0,65
0.0490379805459699,0,0.01,90,0.66,0,0,10,0,0,66
0.0489271530582082,0,0.01,90,0.66,0,0,10,0,0,67
0.048816326132463,0,0.01,90,0.66,0,0,10,0,0,68
0.0487055014260234,0,0.01,90,0.66,0,0,10,0,0,69
0.0485946805973634,0,0.01,90,0.66,0,0,10,0,0,70
0.0484838653060072,0,0.01,90,0.66,0,0,10,0,0,71
0.0483730572123921,0,0.01,90,0.66,0,0,10,0,0,72
0.0482622579777321,0,0.01,90,0.66,0,0,10,0,0,73
0.0481514692638808,0,0.01,90,0.66,0,0,10,0,0,74
0.0480406927331944,0,0.01,90,0.66,0,0,10,0,0,75
0.0479299300483941,0,0.01,90,0.66,0,0,10,0,0,76
0.0478191828724285,0,0.01,90,0.66,0,0,10,0,0,77
0.771626347349043,0,0.01,90,0,0,0,10,0,0,78
0.0147327039282894,1,0.01,90,1,0,0,10,0,0,79
0.298862841584386,1,0.01,90,0.33,0,0,10,0,0,80
0.04683379478107,0,0.01,90,0.66,0,0,10,0,0,81
0.76855306167762,0,0.01,90,0,0,0,10,0,0,82
0.0470655106504675,0,0.01,90,0.66,0,0,10,0,0,83
0.766282822249555,0,0.01,90,0,0,0,10,0,0,84
0.0465849580945021,0,0.01,90,0.66,0,0,10,0,0,85
0.763998003589018,0,0.01,90,0,0,0,10,0,0,86
0.0461034359934085,0,0.01,90,0.66,0,0,10,0,0,87
0.76169910617892,0,0.01,90,0,0,0,10,0,0,88
0.045621078903236,0,0.01,90,0.66,0,0,10,0,0,89
0.759386647897799,0,0.01,90,0,0,0,10,0,0,90
0.0451380233872899,0,0.01,90,0.66,0,0,10,0,0,91
0.757061163371377,0,0.01,90,0,0,0,10,0,0,92
0.0446544078036476,0,0.01,90,0.66,0,0,10,0,0,93
0.754723203261916,0,0.01,90,0,0,0,10,0,0,94
0.0441703720837199,0,0.01,90,0.66,0,0,10,0,0,95
0.752373333496758,0,0.01,90,0,0,0,10,0,0,96
0.755182028101191,0,0.01,90,0,0,0,10,0,0,97
0.0435581035127637,0,0.01,90,0.66,0,0,10,0,0,98
0.0419913543732901,0,0.01,90,0.66,0,0,10,0,0,99
0.747629321570835,0,0.01,90,0,0,0,10,0,0,100
0.0429658850421874,0,0.01,90,0.66,0,0,10,0,0,101
0.745247035933921,0,0.01,90,0,0,0,10,0,0,102
0.0424814391083019,0,0.01,90,0.66,0,0,10,0,0,103
0.742855198075225,0,0.01,90,0,0,0,10,0,0,104
0.0182432790077431,1,0.01,90,1,0,0,10,0,0,105
0.739115509963362,0,0.01,90,0,0,0,10,0,0,106
0.0415784076749485,0,0.01,90,0.66,0,0,10,0,0,107
0.0398311256265925,0,0.01,90,0.66,0,0,10,0,0,108
0.0397260672212102,0,0.01,90,0.66,0,0,10,0,0,109
0.0396211403776142,0,0.01,90,0.66,0,0,10,0,0,110
0.0395163463909716,0,0.01,90,0.66,0,0,10,0,0,111
0.0394116865474553,0,0.01,90,0.66,0,0,10,0,0,112
0.0393071621241661,0,0.01,90,0.66,0,0,10,0,0,113
0.0392027743890568,0,0.01,90,0.66,0,0,10,0,0,114
0.0390985246008577,0,0.01,90,0.66,0,0,10,0,0,115
0.0389944140090036,0,0.01,90,0.66,0,0,10,0,0,116
0.0388904438535624,0,0.01,90,0.66,0,0,10,0,0,117
0.0387866153651651,0,0.01,90,0.66,0,0,10,0,0,118
0.733900218908838,0,0.01,90,0,0,0,10,0,0,119
0.0399441822352613,0,0.01,90,0.66,0,0,10,0,0,120
0.0381270372658077,0,0.01,90,0.66,0,0,10,0,0,121
0.0380242956345865,0,0.01,90,0.66,0,0,10,0,0,122
0.0379217055803712,0,0.01,90,0.66,0,0,10,0,0,123
0.0378192682420992,0,0.01,90,0.66,0,0,10,0,0,124
0.0377169847486415,0,0.01,90,0.66,0,0,10,0,0,125
0.0376148562187512,0,0.01,90,0.66,0,0,10,0,0,126
0.728773691600597,0,0.01,90,0,0,0,10,0,0,127
0.0388476952403191,0,0.01,90,0.66,0,0,10,0,0,128
0.0218293222813424,1,0.01,90,1,0,0,10,0,0,129
0.0363156417112683,0,0.01,90,0.66,0,0,10,0,0,130
0.0369408283055657,0,0.01,90,0.66,0,0,10,0,0,131
0.036839920498264,0,0.01,90,0.66,0,0,10,0,0,132
0.0367391768794154,0,0.01,90,0.66,0,0,10,0,0,133
0.0366385984678874,0,0.01,90,0.66,0,0,10,0,0,134
0.0365381862719773,0,0.01,90,0.66,0,0,10,0,0,135
0.0364379412893797,0,0.01,90,0.66,0,0,10,0,0,136
0.0363378645071547,0,0.01,90,0.66,0,0,10,0,0,137
0.0362379569016976,0,0.01,90,0.66,0,0,10,0,0,138
0.0361382194387108,0,0.01,90,0.66,0,0,10,0,0,139
0.0360386530731763,0,0.01,90,0.66,0,0,10,0,0,140
0.0359392587493307,0,0.01,90,0.66,0,0,10,0,0,141
0.0358400374006417,0,0.01,90,0.66,0,0,10,0,0,142
0.0357409899497853,0,0.01,90,0.66,0,0,10,0,0,143
0.0356421173086256,0,0.01,90,0.66,0,0,10,0,0,144
0.0355434203781958,0,0.01,90,0.66,0,0,10,0,0,145
0.0354449000486802,0,0.01,90,0.66,0,0,10,0,0,146
0.0353465571993984,0,0.01,90,0.66,0,0,10,0,0,147
0.0352483926987916,0,0.01,90,0.66,0,0,10,0,0,148
0.0351504074044082,0,0.01,90,0.66,0,0,10,0,0,149
0.717787492473078,0,0.01,90,0,0,0,10,0,0,150
0.0222208302798648,1,0.01,90,1,0,0,10,0,0,151
0.0339454073729044,0,0.01,90,0.66,0,0,10,0,0,152
0.0345952187476613,0,0.01,90,0.66,0,0,10,0,0,153
0.0344984517389859,0,0.01,90,0.66,0,0,10,0,0,154
0.0238772303238225,1,0.01,90,1,0,0,10,0,0,155
0.0336781180711994,0,0.01,90,0.66,0,0,10,0,0,156
0.0343886849012596,0,0.01,90,0.66,0,0,10,0,0,157
0.0342923129766716,0,0.01,90,0.66,0,0,10,0,0,158
0.0341961281744782,0,0.01,90,0.66,0,0,10,0,0,159
0.0341001312335149,0,0.01,90,0.66,0,0,10,0,0,160
0.0340043228816807,0,0.01,90,0.66,0,0,10,0,0,161
0.0339087038359439,0,0.01,90,0.66,0,0,10,0,0,162
0.0338132748023493,0,0.01,90,0.66,0,0,10,0,0,163
0.0337180364760275,0,0.01,90,0.66,0,0,10,0,0,164
0.0336229895412045,0,0.01,90,0.66,0,0,10,0,0,165
0.0335281346712135,0,0.01,90,0.66,0,0,10,0,0,166
0.0334334725285076,0,0.01,90,0.66,0,0,10,0,0,167
0.0333390037646742,0,0.01,90,0.66,0,0,10,0,0,168
0.0332447290204498,0,0.01,90,0.66,0,0,10,0,0,169
0.0331506489257372,0,0.01,90,0.66,0,0,10,0,0,170
0.708652817748815,0,0.01,90,0,0,0,10,0,0,171
0.034397548544806,0,0.01,90,0.66,0,0,10,0,0,172
0.0325284678815274,0,0.01,90,0.66,0,0,10,0,0,173
0.0324359026447134,0,0.01,90,0.66,0,0,10,0,0,174
0.0323435370338079,0,0.01,90,0.66,0,0,10,0,0,175
0.0322513715752553,0,0.01,90,0.66,0,0,10,0,0,176
0.032159406784924,0,0.01,90,0.66,0,0,10,0,0,177
0.032067643168137,0,0.01,90,0.66,0,0,10,0,0,178
0.0319760812197042,0,0.01,90,0.66,0,0,10,0,0,179
0.031884721423955,0,0.01,90,0.66,0,0,10,0,0,180
0.0317935642547728,0,0.01,90,0.66,0,0,10,0,0,181
0.0317026101756291,0,0.01,90,0.66,0,0,10,0,0,182
0.257858040059006,1,0.01,90,0.33,0,0,10,0,0,183
0.0319126200691695,0,0.01,90,0.66,0,0,10,0,0,184
0.0312629636933966,0,0.01,90,0.66,0,0,10,0,0,185
0.0311732099607368,0,0.01,90,0.66,0,0,10,0,0,186
0.0310836622200015,0,0.01,90,0.66,0,0,10,0,0,187
0.0309943208541125,0,0.01,90,0.66,0,0,10,0,0,188
0.030905186235935,0,0.01,90,0.66,0,0,10,0,0,189
0.0308162587283225,0,0.01,90,0.66,0,0,10,0,0,190
0.0307275386841618,0,0.01,90,0.66,0,0,10,0,0,191
0.0306390264464197,0,0.01,90,0.66,0,0,10,0,0,192
0.0305507223481899,0,0.01,90,0.66,0,0,10,0,0,193
0.0304626267127412,0,0.01,90,0.66,0,0,10,0,0,194
0.0303747398535659,0,0.01,90,0.66,0,0,10,0,0,195
0.0302870620744301,0,0.01,90,0.66,0,0,10,0,0,196
0.0301995936694232,0,0.01,90,0.66,0,0,10,0,0,197
0.0301123349230096,0,0.01,90,0.66,0,0,10,0,0,198
0.0300252861100801,0,0.01,90,0.66,0,0,10,0,0,199
0.0299384474960048,0,0.01,90,0.66,0,0,10,0,0,200
0.0298518193366862,0,0.01,90,0.66,0,0,10,0,0,201
0.029765401878613,0,0.01,90,0.66,0,0,10,0,0,202
0.0296791953589147,0,0.01,90,0.66,0,0,10,0,0,203
0.029593200005417,0,0.01,90,0.66,0,0,10,0,0,204
0.0295074160366975,0,0.01,90,0.66,0,0,10,0,0,205
0.0294218436621421,0,0.01,90,0.66,0,0,10,0,0,206
0.0293364830820025,0,0.01,90,0.66,0,0,10,0,0,207
0.0292513344874532,0,0.01,90,0.66,0,0,10,0,0,208
0.0291663980606502,0,0.01,90,0.66,0,0,10,0,0,209
0.0290816739747893,0,0.01,90,0.66,0,0,10,0,0,210
0.028997162394166,0,0.01,90,0.66,0,0,10,0,0,211
0.0289128634742346,0,0.01,90,0.66,0,0,10,0,0,212
0.028828777361669,0,0.01,90,0.66,0,0,10,0,0,213
0.0287449041944229,0,0.01,90,0.66,0,0,10,0,0,214
0.0286612441017918,0,0.01,90,0.66,0,0,10,0,0,215
0.0285777972044738,0,0.01,90,0.66,0,0,10,0,0,216
0.0284945636146322,0,0.01,90,0.66,0,0,10,0,0,217
0.028411543435958,0,0.01,90,0.66,0,0,10,0,0,218
0.0283287367637325,0,0.01,90,0.66,0,0,10,0,0,219
0.0282461436848908,0,0.01,90,0.66,0,0,10,0,0,220
0.0281637642780852,0,0.01,90,0.66,0,0,10,0,0,221
0.0280815986137495,0,0.01,90,0.66,0,0,10,0,0,222
0.027999646754163,0,0.01,90,0.66,0,0,10,0,0,223
0.0279179087535155,0,0.01,90,0.66,0,0,10,0,0,224
0.0299835562849157,1,0.01,90,1,0,0,10,0,0,225
0.0271263350274716,0,0.01,90,0.66,0,0,10,0,0,226
0.0278414926194494,0,0.01,90,0.66,0,0,10,0,0,227
0.0277601677120085,0,0.01,90,0.66,0,0,10,0,0,228
0.0276790567950759,0,0.01,90,0.66,0,0,10,0,0,229
0.0275981598914573,0,0.01,90,0.66,0,0,10,0,0,230
0.0275174770161913,0,0.01,90,0.66,0,0,10,0,0,231
0.027437008176617,0,0.01,90,0.66,0,0,10,0,0,232
0.0273567533724397,0,0.01,90,0.66,0,0,10,0,0,233
0.0272767125957976,0,0.01,90,0.66,0,0,10,0,0,234
0.0271968858313284,0,0.01,90,0.66,0,0,10,0,0,235
0.0271172730562371,0,0.01,90,0.66,0,0,10,0,0,236
0.0270378742403621,0,0.01,90,0.66,0,0,10,0,0,237
0.0269586893462432,0,0.01,90,0.66,0,0,10,0,0,238
0.0268797183291886,0,0.01,90,0.66,0,0,10,0,0,239
0.0268009611373425,0,0.01,90,0.66,0,0,10,0,0,240
0.0311628659408206,1,0.01,90,1,0,0,10,0,0,241
